step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_50ps_input_A,severe_lt_1A,close_lt_1p5A,status
19000,9.5,310.878,-443950.021787,141250.65625,-302699.365537,4.69896,4.19608,3.14279,3.14279,2,2.00222,0,0,ok
20000,10,311.743,-443965.624326,141643.84375,-302321.780576,5.09084,3.78517,3.7972,3.78517,2,2.33662,0,0,ok
21000,10.5,308.585,-442694.24542,140208.796875,-302485.448545,4.65595,4.6959,3.31766,3.31766,2,1.97129,0,0,ok
22000,11,310.935,-445890.98956,141276.46875,-304614.52081,4.41648,3.7262,3.66412,3.66412,2,1.60021,0,0,ok
23000,11.5,307.921,-446363.892881,139906.953125,-306456.939756,4.47539,3.90449,3.71135,3.71135,2,1.57935,0,0,ok
24000,12,312.35,-444515.882139,141919.625,-302596.257139,4.91376,3.98277,4.01844,3.98277,2,1.89726,0,0,ok
25000,12.5,309.979,-444939.14874,140842.34375,-304096.80499,4.84261,4.13867,3.23953,3.23953,2,1.73635,0,0,ok
26000,13,309.496,-444646.71417,140622.6875,-304024.02667,4.38232,3.65216,3.66232,3.65216,2,1.77947,0,0,ok
27000,13.5,311.927,-444363.33917,141727.1875,-302636.15167,4.44673,4.22233,4.18992,4.18992,2,2.08209,0,0,ok
28000,14,310.431,-444155.990537,141047.375,-303108.615537,4.32688,4.0552,3.4946,3.4946,2,2.07692,0,0,ok
29000,14.5,310.405,-445187.581846,141035.578125,-304152.003721,4.68969,4.31963,3.63699,3.63699,2,2.27115,0,0,ok
30000,15,310.638,-443672.363584,141141.8125,-302530.551084,4.94748,4.11074,3.58027,3.58027,2,2.08075,0,0,ok
31000,15.5,310.624,-444953.98956,141135.09375,-303818.89581,5.41369,4.08696,3.71698,3.71698,2,2.07618,0,0,ok
32000,16,308.937,-443709.572568,140368.53125,-303341.041318,5.28287,4.17209,3.28691,3.28691,2,2.15959,0,0,ok
33000,16.5,307.033,-444248.365537,139503.765625,-304744.599912,5.03535,4.00101,3.50275,3.50275,2,1.80072,0,0,ok
34000,17,310.108,-445220.577451,140900.6875,-304319.889951,4.89384,4.4364,3.88883,3.88883,2,1.62559,0,0,ok
35000,17.5,310.451,-445595.043271,141056.71875,-304538.324521,4.37504,4.10676,3.30022,3.30022,2,1.60557,0,0,ok
36000,18,310.302,-445020.805967,140988.953125,-304031.852842,4.61035,3.93122,3.34898,3.34898,2,1.36676,0,0,ok
37000,18.5,309.866,-445342.227842,140790.90625,-304551.321592,4.83793,4.00479,3.87126,3.87126,2,1.78741,0,0,ok
38000,19,310.046,-444348.585264,140872.65625,-303475.929014,5.09984,4.32703,3.24691,3.24691,2,1.72397,0,0,ok
39000,19.5,310.96,-445218.862607,141288.015625,-303930.846982,4.9736,3.68028,3.60502,3.60502,2,1.61405,0,0,ok
40000,20,310.19,-443575.531553,140938.09375,-302637.437803,4.85904,4.06668,3.83439,3.83439,2,1.73043,0,0,ok
41000,20.5,311.624,-444534.215146,141589.75,-302944.465146,4.40707,4.16723,3.32027,3.32027,2,1.60394,0,0,ok
42000,21,309.132,-443995.30792,140457.265625,-303538.042295,4.56895,3.69445,3.49756,3.49756,2,1.65384,0,0,ok
43000,21.5,311.951,-443710.285459,141738.1875,-301972.097959,4.48375,3.72642,3.56974,3.56974,2,1.81125,0,0,ok
44000,22,311.8,-443616.375303,141669.59375,-301946.781553,5.31795,4.15642,3.35902,3.35902,2,1.98887,0,0,ok
45000,22.5,308.64,-443834.960264,140233.609375,-303601.350889,5.35494,4.4506,3.51322,3.51322,2,1.89667,0,0,ok
46000,23,309.964,-445232.602842,140835.5,-304397.102842,5.76831,4.21198,3.22029,3.22029,2,1.90495,0,0,ok
47000,23.5,309.661,-444915.042295,140697.90625,-304217.136045,5.11451,3.86582,3.23385,3.23385,2,2.20203,0,0,ok
48000,24,310.975,-444828.166318,141294.6875,-303533.478818,5.05488,3.74078,3.5915,3.5915,2,2.22707,0,0,ok
49000,24.5,310.438,-444331.736631,141050.59375,-303281.142881,5.61429,3.55372,3.14792,3.14792,2,2.35566,0,0,ok
50000,25,313.449,-445546.450498,142418.875,-303127.575498,5.94256,3.88669,3.41589,3.41589,2,2.26716,0,0,ok
51000,25.5,310.984,-445520.855771,141298.84375,-304222.012021,6.00497,4.08409,2.93497,2.93497,2,2.36059,0,0,ok
52000,26,308.563,-445383.017881,140199.015625,-305184.002256,5.57566,4.24543,3.39287,3.39287,2,2.05484,0,0,ok
53000,26.5,308.906,-445459.888974,140354.71875,-305105.170224,5.71332,4.05604,3.60953,3.60953,2,1.87513,0,0,ok
54000,27,311.033,-443872.015928,141321.296875,-302550.719053,5.47883,3.93862,3.40978,3.40978,2,1.63621,0,0,ok
55000,27.5,311.907,-444714.591123,141718.40625,-302996.184873,4.90479,3.77865,3.49246,3.49246,2,1.51514,0,0,ok
56000,28,312.805,-444525.80499,142126.109375,-302399.695615,4.71077,3.72809,3.59168,3.59168,2,1.06899,0,0,ok
57000,28.5,310.511,-444008.999326,141083.9375,-302925.061826,4.94825,3.97587,3.5537,3.5537,2,1.05865,0,0,ok
58000,29,312.401,-444979.697568,141942.78125,-303036.916318,4.83517,4.11836,3.53985,3.53985,2,1.17624,0,0,ok
59000,29.5,309.618,-445324.27081,140678.25,-304646.02081,4.2016,3.70888,3.41064,3.41064,2,0.928454,0,0,ok
60000,30,307.913,-445175.11749,139903.40625,-305271.71124,4.37166,4.35224,3.50752,3.50752,2,0.805051,0,0,ok
61000,30.5,309.652,-444868.387021,140693.46875,-304174.918271,4.7973,3.8096,3.5323,3.5323,2,1.18731,0,0,ok
62000,31,310.575,-445073.840146,141112.921875,-303960.918271,4.62764,4.21081,3.77343,3.77343,2,1.08453,0,0,ok
63000,31.5,310.547,-445375.761045,141100.21875,-304275.542295,4.14013,4.08698,3.8971,3.8971,2,1.09801,0,0,ok
64000,32,310.658,-445015.962217,141150.75,-303865.212217,3.90778,3.46559,3.45822,3.45822,2,0.72728,0,0,ok
65000,32.5,309.372,-445181.840146,140566.1875,-304615.652646,3.95876,3.80878,3.19681,3.19681,2,0.84917,0,0,ok
66000,33,310.249,-446026.838193,140964.78125,-305062.056943,4.3126,3.60671,3.32314,3.32314,2,0.798356,0,0,ok
67000,33.5,310.425,-444537.726865,141044.90625,-303492.820615,4.11298,3.83399,3.21812,3.21812,2,0.850827,0,0,ok
68000,34,309.767,-444638.831357,140745.90625,-303892.925107,4.02027,3.93604,3.2766,3.2766,2,0.9639,0,0,ok
69000,34.5,311.014,-444460.000303,141312.53125,-303147.469053,3.73154,3.67576,3.22822,3.22822,2,1.15129,0,0,ok
70000,35,311.134,-444343.05499,141367.015625,-302976.039365,4.13338,4.12981,3.34045,3.34045,2,1.06895,0,0,ok
71000,35.5,308.803,-445127.717099,140307.71875,-304819.998349,3.98867,4.29399,3.19854,3.19854,2,1.04527,0,0,ok
72000,36,312.696,-445303.834287,142076.65625,-303227.178037,4.18221,4.21755,3.29687,3.29687,2,0.996651,0,0,ok
73000,36.5,310.873,-445935.716123,141248.453125,-304687.262998,3.80015,4.01214,3.15628,3.15628,2,0.964386,0,0,ok
74000,37,311.307,-445139.762998,141445.59375,-303694.169248,3.90496,3.76886,3.15402,3.15402,2,0.991979,0,0,ok
75000,37.5,311.223,-444993.212217,141407.28125,-303585.930967,4.01016,3.85122,3.75106,3.75106,2,1.39995,0,0,ok
76000,38,311.261,-445718.827451,141424.71875,-304294.108701,4.11759,3.69452,3.74561,3.69452,2,1.40417,0,0,ok
77000,38.5,312.453,-445454.173154,141966.140625,-303488.032529,4.58619,3.57798,3.77808,3.57798,2,1.72197,0,0,ok
78000,39,310.794,-446160.724912,141212.5,-304948.224912,4.95845,3.7427,3.8502,3.7427,2,1.66918,0,0,ok
79000,39.5,310.264,-445471.580381,140971.640625,-304499.939756,4.28629,3.57416,3.28303,3.28303,2,1.6477,0,0,ok
80000,40,309.95,-445355.318662,140829,-304526.318662,4.75413,3.81563,4.01453,3.81563,2,1.89809,0,0,ok
81000,40.5,311.398,-443727.025693,141487,-302240.025693,4.05039,3.43793,3.60531,3.43793,2,1.62894,0,0,ok
82000,41,310.487,-444946.542295,141072.9375,-303873.604795,3.8221,3.52667,3.54846,3.52667,2,1.71,0,0,ok
83000,41.5,308.257,-445302.240537,140059.875,-305242.365537,4.54651,4.21361,3.63376,3.63376,2,1.86669,0,0,ok
84000,42,310.237,-444720.134092,140959.34375,-303760.790342,4.74099,3.49724,3.48516,3.48516,2,1.96913,0,0,ok
85000,42.5,311.16,-444206.479795,141378.828125,-302827.65167,4.17225,4.0572,3.68833,3.68833,2,1.8557,0,0,ok
86000,43,310.067,-445885.248349,140882.015625,-305003.232724,4.02243,3.53223,3.6994,3.53223,2,1.60941,0,0,ok
87000,43.5,310.33,-446475.752256,141001.8125,-305473.939756,4.06394,3.86487,3.48375,3.48375,2,1.82594,0,0,ok
88000,44,310.238,-444733.015928,140959.984375,-303773.031553,4.36875,4.05071,3.65891,3.65891,2,1.74057,0,0,ok
89000,44.5,311.131,-444814.033506,141365.40625,-303448.627256,4.41262,3.37564,3.59072,3.37564,2,1.942,0,0,ok
90000,45,310.681,-445458.260068,141161.125,-304297.135068,4.69429,3.41007,3.55369,3.41007,2,1.93292,0,0,ok
91000,45.5,310.303,-445261.649717,140989.28125,-304272.368467,5.05827,4.66787,3.95854,3.95854,2,2.18196,0,0,ok
92000,46,308.64,-445820.513974,140233.59375,-305586.920224,4.27863,4.16633,3.47502,3.47502,2,1.91133,0,0,ok
93000,46.5,309.323,-445447.106748,140544.0625,-304903.044248,3.90607,4.02764,3.63826,3.63826,2,1.39534,0,0,ok
94000,47,311.378,-445757.381162,141477.90625,-304279.474912,3.6724,3.84708,3.59883,3.59883,2,1.6467,0,0,ok
95000,47.5,309.897,-444932.191709,140804.78125,-304127.410459,3.82963,3.85958,3.16088,3.16088,2,1.82079,0,0,ok
96000,48,309.695,-444803.52667,140713.078125,-304090.448545,4.10398,3.56129,3.91615,3.56129,2,1.27029,0,0,ok
97000,48.5,309.535,-445272.923154,140640.578125,-304632.345029,3.93847,3.92113,3.87628,3.87628,2,1.79029,0,0,ok
98000,49,310.766,-444942.763974,141199.890625,-303742.873349,3.98307,3.77335,4.02333,3.77335,2,1.56351,0,0,ok
99000,49.5,307.423,-444685.174131,139680.65625,-305004.517881,4.10879,3.65965,3.62359,3.62359,2,1.9496,0,0,ok
100000,50,311.674,-446305.203428,141612.28125,-304692.922178,4.0159,3.78361,3.76404,3.76404,2,2.51241,0,0,ok
