step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_50ps_input_A,severe_lt_1A,close_lt_1p5A,status
31000,15.5,310.116,-445318.977047,140891.671875,-304427.305172,3.3254,5.8256,5.27363,3.3254,2,1.37395,0,0,ok
32000,16,309.624,-445157.737789,140668.125,-304489.612789,3.29914,4.63205,4.49116,3.29914,2,1.55151,0,0,ok
33000,16.5,311.116,-445876.491696,141345.6875,-304530.804196,3.27099,5.04254,5.49058,3.27099,2,1.79231,0,0,ok
34000,17,309.172,-446004.906735,140462.875,-305542.031735,3.10703,6.2855,5.50464,3.10703,2,1.91289,0,0,ok
35000,17.5,308.647,-446039.448727,140224.1875,-305815.261227,3.25063,5.72972,5.44863,3.25063,2,2.04181,0,0,ok
36000,18,310.698,-445843.374508,141155.84375,-304687.530758,3.25076,5.26127,4.89246,3.25076,2,2.00435,0,0,ok
37000,18.5,308.977,-444845.128414,140374.234375,-304470.894039,2.91965,4.34538,5.36828,2.91965,2,1.55197,0,0,ok
38000,19,311.917,-445444.549313,141709.875,-303734.674313,3.05305,5.09005,5.08329,3.05305,2,1.3463,0,0,ok
39000,19.5,311.538,-444805.470211,141537.59375,-303267.876461,3.41265,3.99906,5.59356,3.41265,2,1.16025,0,0,ok
40000,20,311.386,-444454.431149,141468.59375,-302985.837399,3.66391,3.67776,5.59144,3.66391,2,0.883679,0,0,ok
41000,20.5,308.363,-444987.188961,140095,-304892.188961,3.68853,3.5542,4.56962,3.5542,2,1.28509,0,0,ok
42000,21,309.018,-445964.07568,140392.65625,-305571.41943,3.77902,4.13545,4.20453,3.77902,2,1.0463,0,0,ok
43000,21.5,311.117,-445915.713375,141346.3125,-304569.400875,3.80846,3.79051,4.43636,3.79051,2,0.839748,0,0,ok
44000,22,310.458,-446148.586422,141046.953125,-305101.633297,3.79465,4.32625,4.35517,3.79465,2,1.06963,0,0,ok
45000,22.5,309.258,-444855.351071,140501.6875,-304353.663571,3.53489,4.69897,4.81367,3.53489,2,1.02386,0,0,ok
46000,23,311.19,-445505.685055,141379.59375,-304126.091305,3.44739,4.16456,4.36441,3.44739,2,0.746929,0,0,ok
47000,23.5,312.194,-444750.807125,141835.421875,-302915.38525,3.45338,4.83348,4.05146,3.45338,2,1.20378,0,0,ok
48000,24,306.994,-444999.958492,139473.125,-305526.833492,3.37217,4.92865,4.97547,3.37217,2,0.779685,0,0,ok
49000,24.5,312.71,-445035.156735,142070.25,-302964.906735,3.26256,4.99806,4.54578,3.26256,2,0.765192,0,0,ok
50000,25,310.756,-445413.365719,141182.265625,-304231.100094,3.68483,4.76109,4.83562,3.68483,2,0.663394,0,0,ok
51000,25.5,312.636,-445236.933102,142036.328125,-303200.604977,3.77616,4.89406,5.24748,3.77616,2,0.876479,0,0,ok
52000,26,312.265,-445168.073238,141867.921875,-303300.151363,3.35252,5.12253,5.21459,3.35252,2,1.01778,0,0,ok
53000,26.5,309.691,-446287.399899,140698.296875,-305589.103024,3.46649,5.21132,5.07525,3.46649,2,1.00026,0,0,ok
54000,27,309.329,-444493.482906,140533.8125,-303959.670406,3.66368,5.75933,5.68959,3.66368,2,0.909056,0,0,ok
55000,27.5,310.394,-444629.6665,141017.65625,-303612.01025,3.4367,5.51617,5.25623,3.4367,2,1.25705,0,0,ok
56000,28,310.87,-445222.864742,141234.1875,-303988.677242,3.47928,4.38382,4.81585,3.47928,2,1.3061,0,0,ok
57000,28.5,310.828,-445117.339352,141215.0625,-303902.276852,3.60129,4.86349,5.06141,3.60129,2,1.30837,0,0,ok
58000,29,311.338,-444749.960446,141446.9375,-303303.022946,3.13769,5.00952,4.38059,3.13769,2,1.17382,0,0,ok
59000,29.5,312.506,-445963.187008,141977.40625,-303985.780758,3.43178,5.44307,5.48781,3.43178,2,1.09669,0,0,ok
60000,30,309.869,-446139.615719,140779.484375,-305360.131344,3.82437,6.5078,5.72456,3.82437,2,1.38479,0,0,ok
61000,30.5,310.508,-444999.145016,141069.84375,-303929.301266,3.58129,6.19635,5.6613,3.58129,2,1.14599,0,0,ok
62000,31,312.696,-445293.211422,142063.640625,-303229.570797,3.87789,6.5043,5.69599,3.87789,2,1.34712,0,0,ok
63000,31.5,311.362,-444493.183102,141457.71875,-303035.464352,3.47079,6.3286,5.76379,3.47079,2,1.343,0,0,ok
64000,32,311.384,-446001.95361,141467.71875,-304534.23486,3.16362,5.86844,5.8061,3.16362,2,0.985197,0,0,ok
65000,32.5,311.417,-445423.786617,141482.796875,-303940.989742,3.50534,5.2326,5.21674,3.50534,2,1.09571,0,0,ok
66000,33,311.424,-445984.66943,141485.71875,-304498.95068,3.36156,6.1449,5.55955,3.36156,2,1.23098,0,0,ok
67000,33.5,310.037,-445789.70361,140855.8125,-304933.89111,3.69368,6.23247,5.42904,3.69368,2,1.44528,0,0,ok
68000,34,309.041,-445974.195797,140403.296875,-305570.898922,3.38901,5.17922,5.59003,3.38901,2,1.24115,0,0,ok
69000,34.5,309.822,-445957.852047,140758,-305199.852047,3.77242,4.90881,5.61401,3.77242,2,0.891848,0,0,ok
70000,35,311.586,-445633.229,141559.25,-304073.979,3.5316,4.51574,5.48323,3.5316,2,0.759988,0,0,ok
71000,35.5,310.119,-446150.632321,140892.71875,-305257.913571,3.68653,4.4525,5.45468,3.68653,2,0.729888,0,0,ok
72000,36,311.939,-444936.723141,141719.96875,-303216.754391,3.38363,4.06714,5.03658,3.38363,2,0.671025,0,0,ok
73000,36.5,311.346,-444260.225094,141450.15625,-302810.068844,3.82277,4.50145,5.15092,3.82277,2,0.476158,0,0,ok
74000,37,311.402,-445744.94775,141475.8125,-304269.13525,3.46232,4.90865,5.18302,3.46232,2,0.720479,0,0,ok
75000,37.5,311.368,-445465.520016,141460.34375,-304005.176266,3.35902,5.24067,5.33344,3.35902,2,1.01955,0,0,ok
76000,38,309.99,-444440.79443,140834.375,-303606.41943,3.29677,4.86177,5.11796,3.29677,2,0.673165,0,0,ok
77000,38.5,308.855,-445317.127438,140318.6875,-304998.439938,3.48873,4.74022,5.07546,3.48873,2,0.655728,0,0,ok
78000,39,310.345,-445453.442379,140995.453125,-304457.989254,3.47685,4.88874,4.9824,3.47685,2,0.817037,0,0,ok
79000,39.5,312.295,-444388.579586,141881.40625,-302507.173336,3.38628,4.96467,4.89711,3.38628,2,1.04352,0,0,ok
80000,40,308.786,-443709.746578,140287.3125,-303422.434078,3.4259,4.9058,4.80224,3.4259,2,0.989816,0,0,ok
81000,40.5,310.206,-445737.70361,140932.234375,-304805.469235,3.23983,5.9669,5.96845,3.23983,2,1.34262,0,0,ok
82000,41,308.763,-446674.400875,140276.78125,-306397.619625,3.24496,6.01026,5.65032,3.24496,2,1.9702,0,0,ok
83000,41.5,307.094,-444631.60693,139518.6875,-305112.91943,3.1798,4.78464,4.69444,3.1798,2,1.81929,0,0,ok
84000,42,308.679,-445480.054196,140238.609375,-305241.444821,3.24173,4.88429,5.30549,3.24173,2,1.38784,0,0,ok
85000,42.5,312.143,-445393.998531,141812.484375,-303581.514156,3.39099,3.84574,5.37407,3.39099,2,1.4518,0,0,ok
86000,43,309.407,-445744.612789,140569.359375,-305175.253414,3.50579,3.83693,5.60092,3.50579,2,1.20605,0,0,ok
87000,43.5,310.876,-445643.050289,141236.71875,-304406.331539,3.29988,3.49752,4.65018,3.29988,2,1.07013,0,0,ok
88000,44,311.102,-444974.089352,141339.28125,-303634.808102,3.70206,5.33789,5.80163,3.70206,2,0.975454,0,0,ok
89000,44.5,312.903,-444600.323727,142157.6875,-302442.636227,3.33882,4.53884,5.68443,3.33882,2,0.937582,0,0,ok
90000,45,311.345,-444631.465817,141449.953125,-303181.512692,3.52418,5.19287,5.87725,3.52418,2,1.03077,0,0,ok
91000,45.5,311.308,-444243.912594,141433.15625,-302810.756344,3.66461,5.71064,5.5561,3.66461,2,0.892305,0,0,ok
92000,46,311.067,-445603.931637,141323.71875,-304280.212887,3.20484,5.50113,6.11746,3.20484,2,0.893697,0,0,ok
93000,46.5,311.67,-446300.906735,141597.5,-304703.406735,3.68969,5.16539,5.82218,3.68969,2,1.33908,0,0,ok
94000,47,309.595,-446238.783688,140654.96875,-305583.814938,3.4818,4.32123,4.68949,3.4818,2,1.04973,0,0,ok
95000,47.5,312.587,-445037.306149,142014,-303023.306149,3.40543,4.45978,5.21331,3.40543,2,0.981599,0,0,ok
96000,48,307.952,-447424.294918,139908.34375,-307515.951168,3.60127,5.16494,4.43157,3.60127,2,0.743722,0,0,ok
97000,48.5,310.367,-446694.854,141005.75,-305689.104,3.61254,4.77442,4.42655,3.61254,2,0.709688,0,0,ok
98000,49,308.968,-445948.310055,140370,-305578.310055,3.56149,4.83334,4.70992,3.56149,2,0.905198,0,0,ok
99000,49.5,309.554,-446230.708492,140636,-305594.708492,3.25518,4.6176,4.11508,3.25518,2,0.80608,0,0,ok
100000,50,309.114,-447030.062985,140436.125,-306593.937985,3.09142,4.37571,4.63644,3.09142,2,0.627492,0,0,ok
