success,platform,initial_energy_kJ_mol,final_energy_kJ_mol,max_force_kJ_mol_nm,top_force_atom,coordinate_nan,force_nan,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_rmsd_A,severe_lt_1A,close_lt_1p5A,probe_gate_passed
True,OpenCL,3.87629510991e+14,-616016.390928,2266.32030436,OH2 TIP3 TIP3:7692,False,False,4.08696620139,3.89320022601,3.28605072027,3.28605072027,2,0.84634450858,0,0,True
