step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_50ps_input_A,severe_lt_1A,close_lt_1p5A,status
63000,31.5,310.718,-454617.412322,145107.3125,-309510.099822,3.78493,4.21885,3.87645,3.78493,2,1.64244,0,0,ok
64000,32,308.799,-454069.343963,144211.296875,-309858.047088,3.57839,3.89089,4.15019,3.57839,2,1.66057,0,0,ok
65000,32.5,312.351,-454518.978728,145870.03125,-308648.947478,3.72062,3.91468,4.12125,3.72062,2,1.33483,0,0,ok
66000,33,308.476,-455353.27365,144060.4375,-311292.83615,3.53311,3.8032,3.94032,3.53311,2,1.12472,0,0,ok
67000,33.5,310.213,-453489.318572,144871.59375,-308617.724822,4.3267,4.04775,4.62817,4.04775,2,1.2304,0,0,ok
68000,34,309.41,-455220.826385,144496.5625,-310724.263885,3.51928,4.199,4.35189,3.51928,2,1.50913,0,0,ok
69000,34.5,311.125,-454563.374236,145297.5,-309265.874236,3.8941,3.45881,3.9394,3.45881,2,1.26514,0,0,ok
70000,35,308.657,-455737.882049,144145.03125,-311592.850799,3.65901,4.23988,4.1355,3.65901,2,1.23759,0,0,ok
71000,35.5,309.064,-455054.541228,144335,-310719.541228,3.8845,3.89597,3.85859,3.85859,2,0.989981,0,0,ok
72000,36,311.977,-455270.302947,145695.53125,-309574.771697,3.77774,4.13538,3.89747,3.77774,2,1.27707,0,0,ok
73000,36.5,311.521,-454074.541228,145482.28125,-308592.259978,4.14669,3.89353,4.54589,3.89353,2,1.2351,0,0,ok
74000,37,309.881,-454365.181365,144716.328125,-309648.85324,3.83931,3.90006,4.23147,3.83931,2,1.46869,0,0,ok
75000,37.5,311.759,-454901.909392,145593.53125,-309308.378142,3.71574,3.74315,4.27817,3.71574,2,1.77907,0,0,ok
76000,38,309.151,-455189.866912,144375.765625,-310814.101287,3.46139,3.9506,4.88867,3.46139,2,1.89382,0,0,ok
77000,38.5,311.727,-454275.959197,145578.46875,-308697.490447,3.55745,3.34419,4.3511,3.34419,2,1.94466,0,0,ok
78000,39,311.388,-454489.540252,145420.28125,-309069.259002,3.95995,3.75803,4.25866,3.75803,2,1.94801,0,0,ok
79000,39.5,309.289,-455195.421111,144440.046875,-310755.374236,3.77662,4.17207,3.8428,3.77662,2,1.70776,0,0,ok
80000,40,309.325,-455259.170135,144456.96875,-310802.201385,3.89556,4.20982,3.93319,3.89556,2,1.89484,0,0,ok
81000,40.5,309.453,-455720.389861,144516.46875,-311203.921111,3.53873,4.48398,3.61461,3.53873,2,1.71965,0,0,ok
82000,41,310.297,-455141.872283,144910.96875,-310230.903533,3.52448,3.7956,3.64913,3.52448,2,1.6466,0,0,ok
83000,41.5,310.285,-455254.025603,144905.0625,-310348.963103,3.57491,3.93493,3.72777,3.57491,2,1.61478,0,0,ok
84000,42,308.593,-455628.96115,144114.984375,-311513.976775,3.53019,4.00194,3.67904,3.53019,2,1.69747,0,0,ok
85000,42.5,310.113,-454768.845916,144824.6875,-309944.158416,4.54869,3.92885,3.74244,3.74244,2,2.17491,0,0,ok
86000,43,308.917,-454573.321502,144266.28125,-310307.040252,4.0328,3.77254,3.69412,3.69412,2,2.18296,0,0,ok
87000,43.5,310.427,-455443.509002,144971.65625,-310471.852752,4.23533,3.89637,3.74555,3.74555,2,2.6214,0,0,ok
88000,44,311.517,-454544.38156,145480.375,-309064.00656,3.9658,3.82637,4.0086,3.82637,2,2.59565,0,0,ok
89000,44.5,309.565,-455792.576385,144568.953125,-311223.62326,3.7182,3.62221,3.4514,3.4514,2,2.87777,0,0,ok
90000,45,311.656,-457087.990447,145545.59375,-311542.396697,4.21521,3.72529,3.44523,3.44523,2,3.27542,0,0,ok
91000,45.5,312.109,-455329.065642,145757.15625,-309571.909392,4.03973,3.60543,3.53087,3.53087,2,3.30601,0,0,ok
92000,46,307.681,-455068.760955,143689.15625,-311379.604705,4.18296,4.16399,3.8142,3.8142,2,2.66625,0,0,ok
93000,46.5,311.651,-455527.825408,145543.1875,-309984.637908,4.04962,3.69802,3.67331,3.67331,2,2.04029,0,0,ok
94000,47,306.756,-455262.028045,143257,-312005.028045,4.57227,3.7914,3.30532,3.30532,2,2.62264,0,0,ok
95000,47.5,310.946,-456118.769256,145213.71875,-310905.050506,4.25477,4.17036,3.76271,3.76271,2,2.60896,0,0,ok
96000,48,309.813,-455019.821502,144684.578125,-310335.243377,4.00796,4.1286,3.93229,3.93229,2,2.39067,0,0,ok
97000,48.5,308.786,-455592.041228,144205.21875,-311386.822478,3.80403,3.65973,3.50571,3.50571,2,2.32412,0,0,ok
98000,49,311.516,-454577.384002,145479.96875,-309097.415252,3.69289,4.02042,3.88798,3.69289,2,1.97067,0,0,ok
99000,49.5,310.492,-455894.762908,145001.75,-310893.012908,3.78369,3.73677,3.38591,3.38591,2,2.20958,0,0,ok
100000,50,310.307,-455190.30783,144915.40625,-310274.90158,3.93064,3.7739,3.85862,3.7739,2,1.94916,0,0,ok
