group,ligand_id,system,mode,affinity_kcal_mol,rmsd_lb,rmsd_ub,min_distance_to_key_residues_A,n_contacted_key_residues_4A,contacted_key_residues_4A,n_near_key_residues_6A,near_key_residues_6A,n_contacted_chains_4A,n_near_chains_6A,composite_score,pose_file
candidate,2.3,20chol,9,-4.916,1.834,5.764,2.45,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.981,C:\TRKB_WP2\docking\results_batch\20chol\2.3_20chol_out.pdbqt
candidate,2.3,20chol,10,-4.827,1.871,5.216,2.041,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.615,C:\TRKB_WP2\docking\results_batch\20chol\2.3_20chol_out.pdbqt
candidate,2.4,20chol,1,-5.32,0.0,0.0,2.568,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.95,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,2.4,20chol,2,-5.241,1.539,2.014,2.158,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.594,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,2.4,20chol,3,-5.198,2.711,6.681,2.586,1,TYR13_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.422,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,2.4,20chol,4,-5.158,1.487,2.05,2.137,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.917,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,2.4,20chol,5,-5.157,3.092,5.617,2.445,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.024,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,2.4,20chol,6,-5.125,1.542,2.698,1.953,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.939,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,2.4,20chol,7,-5.007,13.856,15.365,2.563,2,TYR13_chainB;VAL17_chainB,2,TYR13_chainB;VAL17_chainB,1,1,11.038,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,2.4,20chol,8,-4.936,1.699,5.897,2.688,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.13,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,2.4,20chol,9,-4.912,1.984,4.19,2.009,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.909,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,2.4,20chol,10,-4.857,1.751,2.801,2.649,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.462,C:\TRKB_WP2\docking\results_batch\20chol\2.4_20chol_out.pdbqt
candidate,20.1,20chol,1,-5.047,0.0,0.0,2.558,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.28,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.1,20chol,2,-4.883,13.718,16.31,2.43,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.754,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.1,20chol,3,-4.789,2.971,6.749,2.387,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.073,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.1,20chol,4,-4.745,13.759,16.443,2.311,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.652,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.1,20chol,5,-4.743,14.166,16.101,2.455,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.607,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.1,20chol,6,-4.741,8.667,11.304,2.986,2,SER20_chainB;VAL17_chainA,2,SER20_chainB;VAL17_chainA,2,2,12.845,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.1,20chol,7,-4.714,2.143,3.439,2.554,2,TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.548,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.1,20chol,8,-4.702,14.122,16.982,2.65,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,14.907,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.1,20chol,9,-4.528,3.408,6.895,2.422,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.201,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.1,20chol,10,-4.395,2.903,4.53,2.652,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,12.599,C:\TRKB_WP2\docking\results_batch\20chol\20.1_20chol_out.pdbqt
candidate,20.2,20chol,1,-5.027,0.0,0.0,2.484,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.882,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.2,20chol,2,-4.895,3.914,6.425,2.426,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.567,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.2,20chol,3,-4.806,2.944,6.117,2.246,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.532,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.2,20chol,4,-4.804,2.616,6.618,2.226,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.136,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.2,20chol,5,-4.606,12.096,14.031,2.126,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.568,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.2,20chol,6,-4.484,12.623,14.482,2.596,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,14.705,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.2,20chol,7,-4.466,12.048,13.676,2.344,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.363,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.2,20chol,8,-4.438,12.844,15.337,2.307,2,SER20_chainA;VAL17_chainB,3,SER20_chainA;SER20_chainB;VAL17_chainB,2,2,13.346,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.2,20chol,9,-4.362,4.683,7.546,2.621,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.376,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.2,20chol,10,-4.343,3.271,6.769,2.179,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.289,C:\TRKB_WP2\docking\results_batch\20chol\20.2_20chol_out.pdbqt
candidate,20.3,20chol,1,-5.031,0.0,0.0,2.498,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.882,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.3,20chol,2,-4.834,11.896,14.03,2.069,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.813,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.3,20chol,3,-4.782,13.404,15.658,2.333,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.882,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.3,20chol,4,-4.6,2.545,5.875,1.485,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.755,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.3,20chol,5,-4.552,12.311,13.193,2.343,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.449,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.3,20chol,6,-4.477,2.469,6.275,2.414,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.153,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.3,20chol,7,-4.365,2.184,3.355,2.307,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,14.673,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.3,20chol,8,-4.355,1.789,2.513,2.541,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.193,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.3,20chol,9,-4.345,12.425,13.383,2.596,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,13.966,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.3,20chol,10,-4.219,2.991,6.251,2.714,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.005,C:\TRKB_WP2\docking\results_batch\20chol\20.3_20chol_out.pdbqt
candidate,20.4,20chol,1,-5.342,0.0,0.0,2.489,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.995,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,20.4,20chol,2,-4.817,2.414,3.676,2.277,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.734,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,20.4,20chol,3,-4.755,13.73,15.83,2.525,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.598,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,20.4,20chol,4,-4.655,13.827,16.336,2.579,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,14.881,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,20.4,20chol,5,-4.619,2.183,3.492,2.202,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,14.958,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,20.4,20chol,6,-4.608,3.404,7.156,2.338,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.307,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,20.4,20chol,7,-4.503,1.969,3.387,2.254,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.627,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,20.4,20chol,8,-4.502,3.344,7.317,2.622,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.515,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,20.4,20chol,9,-4.396,14.476,17.272,2.454,2,SER20_chainA;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,2,2,13.26,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,20.4,20chol,10,-4.367,14.53,17.095,2.453,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,14.631,C:\TRKB_WP2\docking\results_batch\20chol\20.4_20chol_out.pdbqt
candidate,3.1,20chol,1,-5.307,0.0,0.0,1.926,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.129,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.1,20chol,2,-5.299,1.344,1.884,1.838,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.148,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.1,20chol,3,-4.985,1.771,3.287,2.564,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.016,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.1,20chol,4,-4.973,2.84,6.343,2.326,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.075,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.1,20chol,5,-4.929,5.214,7.281,2.341,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,14.627,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.1,20chol,6,-4.927,14.621,15.813,2.681,2,TYR13_chainB;VAL17_chainB,2,TYR13_chainB;VAL17_chainB,1,1,10.923,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.1,20chol,7,-4.905,14.326,16.206,2.496,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.756,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.1,20chol,8,-4.778,14.624,15.646,2.68,2,TYR13_chainB;VAL17_chainB,2,TYR13_chainB;VAL17_chainB,1,1,10.774,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.1,20chol,9,-4.774,3.229,6.217,2.33,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.875,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.1,20chol,10,-4.672,5.006,7.31,2.252,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,14.996,C:\TRKB_WP2\docking\results_batch\20chol\3.1_20chol_out.pdbqt
candidate,3.2,20chol,1,-5.219,0.0,0.0,2.274,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.337,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,3.2,20chol,2,-5.004,3.625,6.175,2.544,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.641,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,3.2,20chol,3,-4.989,3.184,6.595,2.191,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.132,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,3.2,20chol,4,-4.966,2.964,6.678,2.103,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.735,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,3.2,20chol,5,-4.747,15.217,17.096,2.465,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.407,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,3.2,20chol,6,-4.732,5.276,7.09,2.545,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,14.369,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,3.2,20chol,7,-4.67,9.349,12.511,2.711,2,SER20_chainB;VAL17_chainA,4,SER20_chainA;SER20_chainB;VAL17_chainA;VAL17_chainB,2,2,14.057,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,3.2,20chol,8,-4.608,3.597,6.124,2.257,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,14.931,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,3.2,20chol,9,-4.563,14.891,16.131,2.717,2,TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,1,2,12.148,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,3.2,20chol,10,-4.507,15.049,16.87,2.4,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.387,C:\TRKB_WP2\docking\results_batch\20chol\3.2_20chol_out.pdbqt
candidate,4.1,20chol,1,-5.714,0.0,0.0,2.574,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.742,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.1,20chol,2,-5.695,3.019,6.945,2.211,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,14.032,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.1,20chol,3,-5.686,2.215,3.605,2.539,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.724,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.1,20chol,4,-5.557,2.252,3.646,2.643,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.164,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.1,20chol,5,-5.501,3.168,6.354,2.184,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.246,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.1,20chol,6,-5.407,3.17,6.781,2.318,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.112,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.1,20chol,7,-5.238,3.036,7.04,1.78,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.104,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.1,20chol,8,-5.212,15.207,16.482,2.484,2,TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,1,2,12.867,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.1,20chol,9,-5.145,8.385,11.493,2.257,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.068,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.1,20chol,10,-5.126,6.928,10.276,2.459,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,14.788,C:\TRKB_WP2\docking\results_batch\20chol\4.1_20chol_out.pdbqt
candidate,4.2,20chol,1,-5.897,0.0,0.0,2.688,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.491,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.2,20chol,2,-5.522,3.442,6.997,2.575,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.55,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.2,20chol,3,-5.434,4.0,6.107,2.526,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.276,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.2,20chol,4,-5.431,2.39,3.956,2.082,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.806,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.2,20chol,5,-5.11,13.479,14.523,2.477,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.367,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.2,20chol,6,-5.055,14.111,15.345,2.307,2,TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,1,2,12.763,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.2,20chol,7,-5.039,15.188,16.642,2.519,1,TYR13_chainB,1,TYR13_chainB,1,1,9.683,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.2,20chol,8,-5.019,3.33,7.03,2.381,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.705,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.2,20chol,9,-4.975,2.119,6.105,2.379,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.861,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.2,20chol,10,-4.897,13.704,15.333,2.382,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.182,C:\TRKB_WP2\docking\results_batch\20chol\4.2_20chol_out.pdbqt
candidate,4.3,20chol,1,-5.602,0.0,0.0,2.543,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.639,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.3,20chol,2,-5.563,1.967,3.011,2.591,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.586,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.3,20chol,3,-5.479,3.711,7.076,2.209,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.816,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.3,20chol,4,-5.403,3.381,6.508,2.475,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.06,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.3,20chol,5,-5.323,1.62,2.201,2.581,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.949,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.3,20chol,6,-5.28,3.55,6.962,2.505,2,TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,14.129,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.3,20chol,7,-5.215,5.644,7.19,2.381,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.501,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.3,20chol,8,-5.154,3.068,6.516,2.448,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.82,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.3,20chol,9,-5.065,15.445,17.17,2.591,2,TYR13_chainB;VAL17_chainB,2,TYR13_chainB;VAL17_chainB,1,1,11.088,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.3,20chol,10,-5.034,7.651,10.902,2.092,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,15.406,C:\TRKB_WP2\docking\results_batch\20chol\4.3_20chol_out.pdbqt
candidate,4.4,20chol,1,-5.782,0.0,0.0,2.279,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.898,C:\TRKB_WP2\docking\results_batch\20chol\4.4_20chol_out.pdbqt
