group,ligand_id,system,mode,affinity_kcal_mol,rmsd_lb,rmsd_ub,min_distance_to_key_residues_A,n_contacted_key_residues_4A,contacted_key_residues_4A,n_near_key_residues_6A,near_key_residues_6A,n_contacted_chains_4A,n_near_chains_6A,composite_score,pose_file
candidate,11.4,20chol,2,-5.287,13.183,14.679,2.273,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.605,C:\TRKB_WP2\docking\results_batch\20chol\11.4_20chol_out.pdbqt
candidate,11.4,20chol,3,-5.249,12.223,14.252,2.283,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.164,C:\TRKB_WP2\docking\results_batch\20chol\11.4_20chol_out.pdbqt
candidate,11.4,20chol,4,-5.229,13.274,14.752,2.228,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.561,C:\TRKB_WP2\docking\results_batch\20chol\11.4_20chol_out.pdbqt
candidate,11.4,20chol,5,-4.946,13.557,14.521,2.405,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.024,C:\TRKB_WP2\docking\results_batch\20chol\11.4_20chol_out.pdbqt
candidate,11.4,20chol,6,-4.86,11.983,13.678,2.404,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,15.139,C:\TRKB_WP2\docking\results_batch\20chol\11.4_20chol_out.pdbqt
candidate,11.4,20chol,7,-4.818,14.448,15.549,2.325,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.92,C:\TRKB_WP2\docking\results_batch\20chol\11.4_20chol_out.pdbqt
candidate,11.4,20chol,8,-4.74,12.002,13.528,2.436,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,15.009,C:\TRKB_WP2\docking\results_batch\20chol\11.4_20chol_out.pdbqt
candidate,11.4,20chol,9,-4.658,13.702,15.123,1.915,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.483,C:\TRKB_WP2\docking\results_batch\20chol\11.4_20chol_out.pdbqt
candidate,11.4,20chol,10,-4.652,2.704,5.996,2.401,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,14.932,C:\TRKB_WP2\docking\results_batch\20chol\11.4_20chol_out.pdbqt
candidate,12.1,20chol,1,-5.119,0.0,0.0,2.334,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.019,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.1,20chol,2,-4.914,3.553,5.044,2.42,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.988,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.1,20chol,3,-4.837,5.649,7.996,2.26,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.959,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.1,20chol,4,-4.801,6.22,8.583,2.632,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.811,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.1,20chol,5,-4.786,11.668,13.811,2.319,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.69,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.1,20chol,6,-4.779,2.003,4.024,2.373,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.067,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.1,20chol,7,-4.749,2.141,5.974,2.605,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.568,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.1,20chol,8,-4.697,11.932,13.643,1.923,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.72,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.1,20chol,9,-4.571,12.04,14.147,2.32,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.475,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.1,20chol,10,-4.361,12.879,14.69,1.853,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,14.805,C:\TRKB_WP2\docking\results_batch\20chol\12.1_20chol_out.pdbqt
candidate,12.2,20chol,1,-5.216,0.0,0.0,2.494,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.068,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,12.2,20chol,2,-4.95,3.089,7.166,2.332,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.65,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,12.2,20chol,3,-4.883,3.213,5.976,2.4,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.163,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,12.2,20chol,4,-4.808,2.922,6.907,2.187,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.152,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,12.2,20chol,5,-4.711,11.616,13.295,2.565,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.542,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,12.2,20chol,6,-4.608,11.632,13.715,2.097,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.579,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,12.2,20chol,7,-4.445,12.035,14.998,2.51,2,SER20_chainA;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,13.892,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,12.2,20chol,8,-4.405,11.74,13.979,2.315,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.31,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,12.2,20chol,9,-4.369,12.268,13.696,2.414,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,14.645,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,12.2,20chol,10,-4.333,12.339,15.033,2.786,2,SER20_chainA;VAL17_chainB,3,SER20_chainA;SER20_chainB;VAL17_chainB,2,2,13.097,C:\TRKB_WP2\docking\results_batch\20chol\12.2_20chol_out.pdbqt
candidate,13.1,20chol,1,-5.552,0.0,0.0,2.266,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.272,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.1,20chol,2,-5.541,1.856,4.977,1.701,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.431,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.1,20chol,3,-5.53,2.729,5.574,2.657,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.133,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.1,20chol,4,-5.429,2.681,5.839,2.508,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.677,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.1,20chol,5,-5.339,2.319,5.347,1.556,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.872,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.1,20chol,6,-5.213,2.595,4.613,2.315,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.918,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.1,20chol,7,-5.068,13.946,15.46,2.335,3,SER20_chainA;TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,2,2,14.768,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.1,20chol,8,-5.037,2.301,4.721,2.227,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.369,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.1,20chol,9,-5.028,14.915,16.098,2.576,2,TYR13_chainB;VAL17_chainB,2,TYR13_chainB;VAL17_chainB,1,1,11.055,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.1,20chol,10,-4.939,13.331,15.758,2.177,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.686,C:\TRKB_WP2\docking\results_batch\20chol\13.1_20chol_out.pdbqt
candidate,13.2,20chol,1,-5.782,0.0,0.0,2.644,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.389,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.2,20chol,2,-5.515,2.593,5.331,2.58,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.141,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.2,20chol,3,-5.488,5.609,7.563,2.528,2,SER20_chainB;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,14.93,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.2,20chol,4,-5.432,12.851,14.454,2.196,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.773,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.2,20chol,5,-5.239,13.606,15.154,2.278,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.556,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.2,20chol,6,-5.204,13.051,15.393,2.14,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.962,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.2,20chol,7,-5.128,12.986,14.542,2.304,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.037,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.2,20chol,8,-5.12,2.886,4.726,1.9,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.95,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.2,20chol,9,-5.075,2.7,6.223,2.498,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.126,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.2,20chol,10,-5.043,13.047,14.712,2.069,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.022,C:\TRKB_WP2\docking\results_batch\20chol\13.2_20chol_out.pdbqt
candidate,13.3,20chol,1,-5.13,0.0,0.0,2.671,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.729,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.3,20chol,2,-5.054,3.771,4.773,2.845,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.601,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.3,20chol,3,-4.926,14.557,16.323,2.078,2,SER20_chainA;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,14.503,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.3,20chol,4,-4.918,13.313,15.21,2.583,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.743,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.3,20chol,5,-4.913,2.61,4.625,2.059,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.695,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.3,20chol,6,-4.818,2.383,4.526,2.535,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.457,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.3,20chol,7,-4.696,2.549,5.002,2.705,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.284,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.3,20chol,8,-4.65,2.806,5.51,2.512,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.696,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.3,20chol,9,-4.618,3.081,5.164,2.523,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.261,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.3,20chol,10,-4.613,13.461,15.176,2.52,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.457,C:\TRKB_WP2\docking\results_batch\20chol\13.3_20chol_out.pdbqt
candidate,13.4,20chol,1,-5.219,0.0,0.0,2.277,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,16.336,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,13.4,20chol,2,-5.208,13.44,15.326,2.192,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.15,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,13.4,20chol,3,-5.192,14.361,16.141,2.776,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.759,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,13.4,20chol,4,-5.188,2.712,5.045,1.563,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.319,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,13.4,20chol,5,-5.171,14.001,15.745,2.46,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.833,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,13.4,20chol,6,-5.109,15.954,17.794,2.857,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.052,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,13.4,20chol,7,-5.092,13.687,15.833,2.476,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.149,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,13.4,20chol,8,-5.055,12.892,15.007,2.39,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.338,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,13.4,20chol,9,-4.959,15.363,16.815,2.538,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,10.998,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,13.4,20chol,10,-4.934,14.518,16.439,2.585,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.558,C:\TRKB_WP2\docking\results_batch\20chol\13.4_20chol_out.pdbqt
candidate,14.1,20chol,1,-5.772,0.0,0.0,1.405,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.75,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.1,20chol,2,-5.455,2.27,4.673,2.461,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.517,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.1,20chol,3,-5.429,13.015,15.528,2.553,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.263,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.1,20chol,4,-5.363,12.839,14.294,2.156,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.316,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.1,20chol,5,-5.275,2.16,3.146,2.079,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.451,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.1,20chol,6,-5.007,2.392,5.432,2.795,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.168,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.1,20chol,7,-4.996,12.891,15.343,1.665,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.497,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.1,20chol,8,-4.926,14.23,15.64,2.48,2,TYR13_chainB;VAL17_chainB,2,TYR13_chainB;VAL17_chainB,1,1,10.982,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.1,20chol,9,-4.921,12.806,14.978,2.673,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.719,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.1,20chol,10,-4.906,12.569,14.598,2.09,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.279,C:\TRKB_WP2\docking\results_batch\20chol\14.1_20chol_out.pdbqt
candidate,14.2,20chol,1,-5.418,0.0,0.0,2.593,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.44,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.2,20chol,2,-5.224,14.566,16.135,2.182,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.169,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.2,20chol,3,-5.027,3.042,6.483,2.32,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.731,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.2,20chol,4,-4.945,3.544,6.042,2.24,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.873,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.2,20chol,5,-4.859,16.112,19.116,2.482,2,SER20_chainA;VAL17_chainB,3,SER20_chainA;SER20_chainB;VAL17_chainB,2,2,13.714,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.2,20chol,6,-4.826,14.883,16.827,2.573,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.054,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.2,20chol,7,-4.794,5.016,7.537,2.485,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,2,2,14.448,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.2,20chol,8,-4.769,3.004,6.599,1.849,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.614,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.2,20chol,9,-4.582,10.669,13.15,2.518,2,SER20_chainB;VAL17_chainA,2,SER20_chainB;VAL17_chainA,2,2,12.827,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.2,20chol,10,-4.483,8.729,11.936,1.904,2,SER20_chainB;VAL17_chainA,3,SER20_chainA;SER20_chainB;VAL17_chainA,2,2,13.512,C:\TRKB_WP2\docking\results_batch\20chol\14.2_20chol_out.pdbqt
candidate,14.3,20chol,1,-5.283,0.0,0.0,2.287,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.197,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.3,20chol,2,-5.207,14.084,15.595,2.003,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.406,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.3,20chol,3,-5.135,13.302,14.765,1.543,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.072,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.3,20chol,4,-5.117,1.677,5.475,2.374,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,15.405,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.3,20chol,5,-5.091,13.623,14.715,2.554,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.125,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.3,20chol,6,-4.962,13.573,14.927,1.855,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.805,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.3,20chol,7,-4.89,13.983,15.635,2.748,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.466,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.3,20chol,8,-4.883,13.608,14.894,2.598,2,TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,1,2,13.104,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.3,20chol,9,-4.841,2.333,3.991,1.945,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.857,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.3,20chol,10,-4.761,13.266,15.215,2.42,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.435,C:\TRKB_WP2\docking\results_batch\20chol\14.3_20chol_out.pdbqt
candidate,14.4,20chol,1,-5.421,0.0,0.0,2.438,2,TYR13_chainA;VAL17_chainA,2,TYR13_chainA;VAL17_chainA,1,1,11.49,C:\TRKB_WP2\docking\results_batch\20chol\14.4_20chol_out.pdbqt
candidate,14.4,20chol,2,-5.387,3.159,6.638,2.249,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.112,C:\TRKB_WP2\docking\results_batch\20chol\14.4_20chol_out.pdbqt
candidate,14.4,20chol,3,-4.989,2.974,6.68,1.688,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,12.883,C:\TRKB_WP2\docking\results_batch\20chol\14.4_20chol_out.pdbqt
