success,platform,initial_energy_kJ_mol,final_energy_kJ_mol,max_force_kJ_mol_nm,top_force_atom,coordinate_nan,force_nan,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_rmsd_A,severe_lt_1A,close_lt_1p5A,probe_gate_passed
True,OpenCL,3.87628798267e+14,-617057.121174,2375.98461616,OH2 TIP3 TIP3:7831,False,False,3.62173825645,3.79976943089,4.05429419569,3.62173825645,2,1.35145793991,0,0,True
