success,platform,initial_energy_kJ_mol,final_energy_kJ_mol,max_force_kJ_mol_nm,top_force_atom,coordinate_nan,force_nan,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_rmsd_A,severe_lt_1A,close_lt_1p5A,probe_gate_passed
True,OpenCL,33697687218.6,-629725.868816,2335.4081186,OH2 TIP3 TIP3:4867,False,False,3.43684074513,3.65410594293,5.61107729933,3.43684074513,2,1.97462895615,0,0,True
