step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
26000,13,310.924,-447684.007893,141268.9375,-306415.070393,4.32532,4.41305,3.57194,3.57194,2,0.980884,1.36611,0,0,ok
28000,14,309.444,-447253.782307,140596.578125,-306657.204182,3.50026,4.10971,3.90884,3.50026,2,0.907289,1.12825,0,0,ok
30000,15,310.138,-446580.116291,140911.90625,-305668.210041,4.07533,3.65999,3.52106,3.52106,2,1.17201,1.62759,0,0,ok
32000,16,311.072,-445308.105549,141336.21875,-303971.886799,3.73993,3.98261,3.57399,3.57399,2,0.993331,1.48064,0,0,ok
34000,17,308.192,-446569.248127,140027.5,-306541.748127,3.72115,3.48308,3.84385,3.48308,2,0.788581,1.35359,0,0,ok
36000,18,310.219,-446354.359455,140948.5625,-305405.796955,3.26222,4.24002,3.54328,3.26222,2,0.813814,1.35907,0,0,ok
38000,19,309.903,-445841.44344,140805.25,-305036.19344,3.74527,4.04177,3.5035,3.5035,2,1.10806,1.40197,0,0,ok
40000,20,311.267,-447610.320393,141424.96875,-306185.351643,3.78426,3.69684,4.02169,3.69684,2,0.619609,1.44165,0,0,ok
42000,21,311.16,-447108.858479,141376.328125,-305732.530354,3.58283,4.21097,4.02573,3.58283,2,0.778951,1.64994,0,0,ok
44000,22,311.684,-446820.462971,141614.15625,-305206.306721,3.53768,4.13978,4.13688,3.53768,2,0.811517,1.70654,0,0,ok
46000,23,310.66,-446179.044026,141148.890625,-305030.153401,3.36889,3.97016,4.2881,3.36889,2,0.940108,1.75465,0,0,ok
48000,24,310.366,-447059.164631,141015.59375,-306043.570881,3.67716,4.45404,4.67972,3.67716,2,1.06604,1.93871,0,0,ok
50000,25,309.408,-447578.059651,140580,-306998.059651,3.75055,3.98395,4.43491,3.75055,2,1.21748,2.18232,0,0,ok
52000,26,310.418,-446436.984455,141039.265625,-305397.71883,3.48657,4.06441,4.46734,3.48657,2,0.865653,1.93951,0,0,ok
54000,27,311.502,-446407.851643,141531.765625,-304876.086018,3.59491,4.37412,3.55494,3.55494,2,0.953545,1.66757,0,0,ok
56000,28,310.603,-447009.184651,141123.09375,-305886.090901,3.6696,4.22171,4.01909,3.6696,2,1.03846,1.84063,0,0,ok
58000,29,310.759,-446547.485432,141194.046875,-305353.438557,4.0547,3.94753,3.59346,3.59346,2,1.07978,1.97326,0,0,ok
60000,30,308.95,-447273.102619,140372.09375,-306901.008869,3.55069,4.38035,3.82348,3.55069,2,1.06617,1.97877,0,0,ok
62000,31,312.362,-447533.386799,141922.34375,-305611.043049,3.60276,4.62627,4.25442,3.60276,2,0.833755,1.67267,0,0,ok
64000,32,312.833,-447106.722737,142136.21875,-304970.503987,3.41176,4.19588,3.92337,3.41176,2,0.846616,1.75234,0,0,ok
66000,33,310.992,-447950.673909,141299.671875,-306651.002034,3.49147,3.90975,4.08587,3.49147,2,0.612163,1.48827,0,0,ok
68000,34,311.2,-447329.34383,141394.1875,-305935.15633,3.67979,3.82778,3.70625,3.67979,2,0.471786,1.48925,0,0,ok
70000,35,310.625,-446201.469807,141133.3125,-305068.157307,3.65108,3.83897,3.93359,3.65108,2,0.774164,1.86596,0,0,ok
72000,36,308.804,-446727.639729,140305.65625,-306421.983479,3.40418,4.14373,3.93052,3.40418,2,0.569607,1.62894,0,0,ok
74000,37,309.546,-446450.40926,140642.765625,-305807.643635,3.36587,4.3052,3.99849,3.36587,2,0.500693,1.64101,0,0,ok
76000,38,310.37,-446737.496174,141017.21875,-305720.277424,3.69974,4.09405,4.96931,3.69974,2,0.973284,2.13525,0,0,ok
78000,39,309.175,-446552.386799,140474.125,-306078.261799,3.64377,3.98814,4.73251,3.64377,2,0.950837,2.02864,0,0,ok
80000,40,309.81,-447401.370198,140763.03125,-306638.338948,3.75101,4.90392,5.04276,3.75101,2,1.4858,2.49608,0,0,ok
82000,41,310.561,-447305.047932,141103.9375,-306201.110432,3.78075,5.27464,5.45371,3.78075,2,1.44037,2.46942,0,0,ok
84000,42,310.848,-447202.709065,141234.40625,-305968.302815,3.92024,4.18019,4.90326,3.92024,2,1.22469,2.45414,0,0,ok
86000,43,310.312,-448904.032307,140990.796875,-307913.235432,3.72154,4.02083,5.10935,3.72154,2,0.855857,2.09009,0,0,ok
88000,44,309.359,-447178.65633,140558.0625,-306620.59383,3.64639,4.17698,4.66499,3.64639,2,1.01978,2.20087,0,0,ok
90000,45,310.013,-446917.142659,140855.1875,-306061.955159,3.51832,4.01671,5.45702,3.51832,2,1.31027,2.30869,0,0,ok
92000,46,311.138,-447404.279377,141366.25,-306038.029377,3.51251,4.34075,5.90936,3.51251,2,1.63785,2.80987,0,0,ok
94000,47,310.764,-448052.400471,141196.0625,-306856.337971,3.632,4.59471,5.87061,3.632,2,2.13564,3.17244,0,0,ok
96000,48,310.823,-447444.22176,141223.28125,-306220.94051,3.46182,4.88351,6.02611,3.46182,2,1.66191,2.72995,0,0,ok
98000,49,311.122,-448754.06258,141358.71875,-307395.34383,3.61006,4.40481,6.18016,3.61006,2,1.79173,2.93213,0,0,ok
100000,50,310.247,-447984.317463,140961.203125,-307023.114338,3.74928,3.86036,5.46672,3.74928,2,1.40129,2.49237,0,0,ok
102000,51,310.558,-448364.313557,141102.640625,-307261.672932,3.91288,4.18869,6.10704,3.91288,2,1.30785,2.50764,0,0,ok
104000,52,310.706,-447082.840901,141169.9375,-305912.903401,3.62606,3.68921,6.00424,3.62606,2,1.30349,2.51311,0,0,ok
106000,53,310.974,-448549.211994,141291.84375,-307257.368244,3.52715,3.63655,5.59873,3.52715,2,1.4799,2.59934,0,0,ok
108000,54,311.561,-448122.75594,141558.21875,-306564.53719,3.67958,3.78895,5.8087,3.67958,2,1.20562,2.31902,0,0,ok
110000,55,310.157,-447425.674885,140920.34375,-306505.331135,3.67531,3.98684,6.07855,3.67531,2,1.66103,2.81269,0,0,ok
112000,56,309.415,-447786.543049,140583.46875,-307203.074299,4.02838,3.61021,5.72952,3.61021,2,1.31438,2.44117,0,0,ok
114000,57,310.804,-447404.304768,141214.421875,-306189.882893,3.51831,3.93408,5.48588,3.51831,2,1.20046,2.28196,0,0,ok
116000,58,311.405,-447196.143635,141487.6875,-305708.456135,3.73782,3.94891,5.71804,3.73782,2,1.21469,2.41073,0,0,ok
118000,59,311.243,-447687.821369,141414.125,-306273.696369,3.59654,4.20569,5.70016,3.59654,2,1.46878,2.60342,0,0,ok
120000,60,310.644,-447547.035237,141141.734375,-306405.300862,3.3813,4.44341,5.05078,3.3813,2,1.04079,2.21331,0,0,ok
122000,61,308.352,-447653.871174,140100.59375,-307553.277424,3.63025,4.75183,5.35429,3.63025,2,1.18628,2.31655,0,0,ok
124000,62,312.507,-447088.387776,141988.015625,-305100.372151,3.31724,4.13686,4.79728,3.31724,2,0.940731,2.14661,0,0,ok
126000,63,310.827,-446454.828205,141225.03125,-305229.796955,3.69328,4.43788,5.08455,3.69328,2,1.07521,2.23037,0,0,ok
128000,64,309.901,-446401.728596,140804.21875,-305597.509846,3.4258,4.32587,4.90779,3.4258,2,1.26598,2.34524,0,0,ok
130000,65,312.772,-445822.689045,142108.84375,-303713.845295,3.68222,4.07481,6.04099,3.68222,2,1.54748,2.63695,0,0,ok
132000,66,308.985,-447765.107991,140388.015625,-307377.092366,3.6282,4.17316,4.37007,3.6282,2,1.10529,2.20396,0,0,ok
134000,67,313.012,-446494.087971,142217.84375,-304276.244221,4.17817,4.86644,5.54056,4.17817,2,1.32553,2.52805,0,0,ok
136000,68,309.914,-447397.171955,140810.09375,-306587.078205,3.36622,4.19765,4.98482,3.36622,2,1.33943,2.46247,0,0,ok
138000,69,309.711,-447795.605549,140717.953125,-307077.652424,3.43779,4.07284,4.60848,3.43779,2,1.67313,2.66349,0,0,ok
140000,70,308.269,-447548.348713,140062.515625,-307485.833088,3.93708,3.80677,4.84697,3.80677,2,1.26225,2.35058,0,0,ok
142000,71,310.19,-448609.589924,140935.375,-307674.214924,3.55033,3.96586,4.33522,3.55033,2,1.06289,2.11573,0,0,ok
144000,72,308.821,-447275.31258,140313.3125,-306962.00008,3.73407,5.19741,5.08514,3.73407,2,1.70313,2.79027,0,0,ok
146000,73,309.516,-448317.993244,140629.25,-307688.743244,3.67204,4.64588,5.20648,3.67204,2,1.33309,2.52887,0,0,ok
148000,74,310.638,-447140.325276,141138.84375,-306001.481526,3.99748,3.9574,5.97182,3.9574,2,1.50975,2.61552,0,0,ok
150000,75,308.727,-446121.335041,140270.65625,-305850.678791,3.64622,4.28194,5.63768,3.64622,2,1.70396,2.74106,0,0,ok
152000,76,310.277,-447387.394612,140974.8125,-306412.582112,3.8995,3.94185,5.48859,3.8995,2,1.23047,2.37806,0,0,ok
154000,77,309.948,-447663.086994,140825.46875,-306837.618244,3.87312,4.32859,5.53412,3.87312,2,1.10012,2.27247,0,0,ok
156000,78,309.955,-447856.103108,140828.625,-307027.478108,4.27139,4.25953,4.95109,4.25953,2,1.06992,2.31135,0,0,ok
158000,79,310.754,-447200.586994,141191.90625,-306008.680744,3.89169,4.32838,4.47426,3.89169,2,0.823462,2.03403,0,0,ok
160000,80,309.311,-447732.321369,140536.265625,-307196.055744,3.70738,4.71491,4.55916,3.70738,2,0.843888,2.0118,0,0,ok
162000,81,309.781,-447549.609455,140749.671875,-306799.93758,3.56028,3.65496,5.73864,3.56028,2,1.20723,2.40776,0,0,ok
164000,82,310.132,-447736.198323,140909.25,-306826.948323,3.69296,3.55591,5.205,3.55591,2,1.0348,2.20761,0,0,ok
166000,83,310.258,-447231.499104,140966.15625,-306265.342854,3.80539,4.14505,4.5006,3.80539,2,0.590682,1.75053,0,0,ok
168000,84,312.291,-447349.387776,141890.015625,-305459.372151,3.28497,4.67669,5.5178,3.28497,2,1.20765,2.28961,0,0,ok
170000,85,310.306,-448001.457112,140988.078125,-307013.378987,3.94638,4.70849,5.80412,3.94638,2,1.23632,2.28275,0,0,ok
172000,86,311.792,-447253.333088,141663.25,-305590.083088,4.01843,3.72065,6.07448,3.72065,2,0.963003,1.94851,0,0,ok
174000,87,310.146,-447398.286213,140915.484375,-306482.801838,3.37316,4.14263,5.1805,3.37316,2,0.998554,1.85709,0,0,ok
176000,88,309.105,-447836.294026,140442.4375,-307393.856526,3.72781,4.08262,5.45788,3.72781,2,1.08893,2.15369,0,0,ok
178000,89,308.669,-447512.494221,140244.328125,-307268.166096,3.77831,4.40967,4.35148,3.77831,2,0.505194,1.77597,0,0,ok
180000,90,312.256,-447840.470784,141873.96875,-305966.502034,3.91997,3.72037,4.22612,3.72037,2,0.557452,1.75341,0,0,ok
182000,91,310.186,-447824.592854,140933.46875,-306891.124104,3.27679,4.27875,4.42215,3.27679,2,1.09884,2.12804,0,0,ok
184000,92,308.829,-449086.043049,140316.953125,-308769.089924,4.11631,4.48441,4.08475,4.08475,2,1.14205,2.39931,0,0,ok
186000,93,310.106,-448475.535237,140897.28125,-307578.253987,3.78605,4.20684,4.69768,3.78605,2,0.939332,2.20068,0,0,ok
188000,94,309.921,-448236.514729,140813.3125,-307423.202229,4.16986,4.21632,4.20482,4.16986,2,0.82564,1.96055,0,0,ok
190000,95,310.394,-447522.022541,141028.3125,-306493.710041,3.6453,3.86877,4.2174,3.6453,2,0.735659,1.79661,0,0,ok
192000,96,309.044,-448171.139729,140414.78125,-307756.358479,3.70302,4.33497,3.87049,3.70302,2,0.671651,1.72478,0,0,ok
194000,97,310.563,-448706.771565,141104.90625,-307601.865315,3.46112,3.97384,4.89786,3.46112,2,1.31077,2.3803,0,0,ok
196000,98,311.387,-447871.712971,141479.375,-306392.337971,3.48242,4.26089,5.12608,3.48242,2,0.823548,1.88986,0,0,ok
198000,99,310.469,-447685.321369,141062.078125,-306623.243244,3.86377,4.28431,4.39084,3.86377,2,0.582231,1.62558,0,0,ok
200000,100,309.123,-449384.705159,140450.78125,-308933.923909,3.51278,4.31575,3.6854,3.51278,2,0.963409,1.5255,0,0,ok
