step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
2000,1,311.464,-446616.420979,141514.21875,-305102.202229,3.95627,3.7613,3.75924,3.75924,2,0.554685,1.35668,0,0,ok
4000,2,310.912,-446405.502034,141263.640625,-305141.861409,3.66447,4.17617,3.57264,3.57264,2,0.781457,1.2662,0,0,ok
6000,3,312.539,-447035.701252,142002.90625,-305032.795002,4.03129,4.75313,4.1571,4.03129,2,0.753922,1.7513,0,0,ok
8000,4,311.827,-447504.669026,141679.21875,-305825.450276,3.86677,3.82856,4.20336,3.82856,2,0.798518,1.53868,0,0,ok
10000,5,311.432,-444616.677815,141499.8125,-303116.865315,3.52349,3.72848,3.34158,3.34158,2,0.85232,1.35498,0,0,ok
12000,6,311.05,-446405.485432,141326.375,-305079.110432,3.46964,3.73839,3.03222,3.03222,2,1.00604,1.35943,0,0,ok
14000,7,311.051,-446387.668049,141326.609375,-305061.058674,3.63565,4.42074,3.9086,3.63565,2,0.752754,1.47798,0,0,ok
16000,8,308.748,-447491.605549,140280.1875,-307211.418049,3.2725,4.32948,3.54481,3.2725,2,0.981428,1.08892,0,0,ok
18000,9,309.426,-447880.402424,140588.3125,-307292.089924,3.81791,3.99223,3.63984,3.63984,2,1.06076,1.38094,0,0,ok
20000,10,310.543,-447088.176838,141095.8125,-305992.364338,3.61962,3.70994,3.36503,3.36503,2,1.06329,1.11294,0,0,ok
22000,11,312.107,-446842.374104,141806.578125,-305035.795979,4.32584,3.80536,3.39182,3.39182,2,0.558496,1.27155,0,0,ok
24000,12,308.415,-446088.487385,140129.1875,-305959.299885,3.67928,4.02258,3.86304,3.67928,2,0.681589,1.40014,0,0,ok
