step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
174000,87,309.272,-456548.963542,144852.40625,-311696.557292,3.63721,4.12327,5.47484,3.63721,2,1.73103,2.23203,0,0,ok
176000,88,310.364,-457789.7653,145364.015625,-312425.749675,3.6377,4.03908,6.1043,3.6377,2,1.79172,2.31682,0,0,ok
178000,89,309.663,-455202.007976,145035.59375,-310166.414226,4.01428,4.2877,6.52715,4.01428,2,1.593,2.18598,0,0,ok
180000,90,311.866,-456380.04655,146067.5625,-310312.48405,3.44451,3.88627,6.04107,3.44451,2,1.66379,2.37149,0,0,ok
182000,91,311.355,-455324.659831,145828.25,-309496.409831,4.27699,4.04978,5.7672,4.04978,2,1.72017,2.41465,0,0,ok
184000,92,310.453,-456554.254069,145405.765625,-311148.488444,3.80601,3.95201,6.48644,3.80601,2,1.60521,2.02945,0,0,ok
186000,93,309.488,-456210.858073,144953.53125,-311257.326823,3.38301,3.65018,6.06045,3.38301,2,1.26323,1.85363,0,0,ok
188000,94,311.05,-455721.348308,145685.46875,-310035.879558,3.66073,3.85608,5.77345,3.66073,2,1.28643,1.79404,0,0,ok
190000,95,311.412,-457582.040691,145854.609375,-311727.431316,3.16548,3.86225,6.35387,3.16548,2,1.39086,1.90351,0,0,ok
192000,96,312.094,-456937.882487,146174.40625,-310763.476237,3.44413,3.8501,5.56328,3.44413,2,1.55922,2.23191,0,0,ok
194000,97,311.238,-456166.013347,145773.296875,-310392.716472,3.97943,3.89353,5.06203,3.89353,2,1.70145,2.3489,0,0,ok
196000,98,312.592,-456557.500651,146407.34375,-310150.156901,4.15822,4.01454,4.42384,4.01454,2,1.47926,2.2857,0,0,ok
198000,99,310.252,-458199.466472,145311.3125,-312888.153972,3.87984,4.08673,4.94509,3.87984,2,1.05325,1.70058,0,0,ok
200000,100,310.976,-457109.896159,145650.4375,-311459.458659,3.63059,3.97804,4.69417,3.63059,2,1.2911,1.67641,0,0,ok
