step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,ligand_key_min_distance_A,ligand_near_chains_count,ligand_rmsd_A,severe_lt_1A,close_lt_1p5A,status
0,0,49.68,-616308.935543,22570.5703125,3.46139,2,6.34235e-06,0,0,ok
100,0.005,34.9118,-609224.112789,15861.1015625,3.46585,2,0.0115535,0,0,ok
200,0.01,29.6026,-605953.509274,13449.0253906,3.46737,2,0.0182404,0,0,ok
300,0.015,29.2815,-604942.488278,13303.1269531,3.4616,2,0.0255777,0,0,ok
400,0.02,29.1431,-603901.01318,13240.2734375,3.45096,2,0.0325265,0,0,ok
500,0.025,32.3042,-604430.589352,14676.390625,3.44208,2,0.0373986,0,0,ok
600,0.03,31.6842,-603357.728024,14394.7451172,3.43626,2,0.0415408,0,0,ok
700,0.035,33.2873,-603351.335446,15123.0634766,3.43559,2,0.0449491,0,0,ok
800,0.04,32.4826,-602209.405758,14757.4589844,3.43847,2,0.0486868,0,0,ok
900,0.045,34.1949,-602208.611324,15535.390625,3.43902,2,0.0525452,0,0,ok
1000,0.05,33.9191,-601346.994137,15410.0644531,3.43001,2,0.0558736,0,0,ok
1100,0.055,34.7977,-601014.755856,15809.265625,3.41918,2,0.0602419,0,0,ok
1200,0.06,36.7289,-601287.448727,16686.6464844,3.41512,2,0.0652811,0,0,ok
1300,0.065,36.4974,-600579.242184,16581.4765625,3.41775,2,0.0701426,0,0,ok
1400,0.07,38.0677,-600673.979977,17294.8710938,3.42167,2,0.0739499,0,0,ok
1500,0.075,37.4924,-599824.962887,17033.5195312,3.42075,2,0.077334,0,0,ok
1600,0.08,38.5338,-599721.108883,17506.6367188,3.41241,2,0.0818655,0,0,ok
1700,0.085,38.31,-599118.832516,17404.9609375,3.39607,2,0.0871239,0,0,ok
1800,0.09,38.9092,-598887.387203,17677.1894531,3.37751,2,0.0928707,0,0,ok
1900,0.095,39.7166,-598753.903317,18044.0097656,3.36667,2,0.0985803,0,0,ok
2000,0.1,39.787,-598279.174801,18075.9765625,3.37759,2,0.104031,0,0,ok
2100,0.105,40.6887,-598223.239742,18485.65625,3.40036,2,0.110123,0,0,ok
2200,0.11,40.8101,-597831.836422,18540.7929688,3.4205,2,0.115746,0,0,ok
2300,0.115,42.0248,-598002.243649,19092.6757812,3.43313,2,0.119278,0,0,ok
2400,0.12,41.6044,-597464.725582,18901.6484375,3.44381,2,0.121389,0,0,ok
2500,0.125,42.1186,-597307.695309,19135.2695312,3.44912,2,0.123418,0,0,ok
2600,0.13,42.805,-597206.319821,19447.1015625,3.45554,2,0.125058,0,0,ok
2700,0.135,42.9028,-596961.366207,19491.5703125,3.46008,2,0.12745,0,0,ok
2800,0.14,43.5343,-596934.486813,19778.4589844,3.46655,2,0.130452,0,0,ok
2900,0.145,43.6939,-596668.408199,19850.9492188,3.4673,2,0.133275,0,0,ok
3000,0.15,44.043,-596585.354,20009.5703125,3.46114,2,0.135107,0,0,ok
3100,0.155,43.9444,-596279.645992,19964.765625,3.45049,2,0.136125,0,0,ok
3200,0.16,44.4818,-596327.340817,20208.9257812,3.43752,2,0.137684,0,0,ok
3300,0.165,44.9024,-596288.23193,20400.0019531,3.43425,2,0.139837,0,0,ok
3400,0.17,44.5708,-595991.550289,20249.3710938,3.44023,2,0.14184,0,0,ok
3500,0.175,45.2437,-596035.276852,20555.0839844,3.45018,2,0.142462,0,0,ok
3600,0.18,45.0659,-595731.782223,20474.3046875,3.44866,2,0.142757,0,0,ok
3700,0.185,45.5771,-595780.482906,20706.5351562,3.43174,2,0.143314,0,0,ok
3800,0.19,46.0538,-595810.774899,20923.1113281,3.414,2,0.144319,0,0,ok
3900,0.195,46.072,-595633.24902,20931.390625,3.40863,2,0.144937,0,0,ok
4000,0.2,46.1178,-595488.462399,20952.1914062,3.41778,2,0.146382,0,0,ok
