step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
42000,21,309.422,-455049.092804,144514.921875,-310534.170929,3.52918,4.14166,3.70242,3.52918,2,1.40309,1.83501,0,0,ok
44000,22,309.087,-453351.307648,144358.53125,-308992.776398,3.83104,3.67219,4.1182,3.67219,2,1.68916,2.322,0,0,ok
46000,23,309.995,-455231.226593,144782.4375,-310448.789093,3.83606,3.56524,4.00322,3.56524,2,1.73611,2.12849,0,0,ok
48000,24,310.78,-455445.003937,145149.09375,-310295.910187,3.84873,3.95937,3.54496,3.54496,2,1.51249,1.98145,0,0,ok
50000,25,308.759,-456582.104035,144205.21875,-312376.885285,3.94369,4.6288,4.36151,3.94369,2,1.6393,2.39014,0,0,ok
52000,26,312.261,-455873.56546,145840.875,-310032.69046,3.77291,4.43901,3.72456,3.72456,2,1.28731,2.22363,0,0,ok
54000,27,310.635,-455799.424835,145081.375,-310718.049835,4.23565,3.26487,3.56164,3.26487,2,1.24856,1.91606,0,0,ok
56000,28,310.855,-455975.25882,145184.5,-310790.75882,3.8555,3.35712,3.49581,3.35712,2,1.35469,2.07112,0,0,ok
58000,29,310.179,-456541.432648,144868.71875,-311672.713898,3.97802,3.88576,3.53062,3.53062,2,1.62054,2.32985,0,0,ok
60000,30,311.458,-455498.629914,145466.09375,-310032.536164,4.11758,3.91453,3.15816,3.15816,2,1.24026,1.98978,0,0,ok
62000,31,310.03,-454268.892609,144798.9375,-309469.955109,3.99831,3.57129,3.70074,3.57129,2,1.71245,2.25566,0,0,ok
64000,32,311.601,-454600.635773,145532.90625,-309067.729523,4.08393,3.54171,3.68859,3.54171,2,1.68819,2.1711,0,0,ok
66000,33,309.319,-455947.669953,144466.734375,-311480.935578,4.07521,3.68506,3.71779,3.68506,2,2.17327,2.35372,0,0,ok
68000,34,309.589,-455907.908234,144592.8125,-311315.095734,3.68581,3.98102,3.9029,3.68581,2,1.6921,2.06965,0,0,ok
70000,35,310.902,-455304.181671,145206.46875,-310097.712921,4.0031,3.97982,3.5754,3.5754,2,1.7398,1.85772,0,0,ok
72000,36,311.322,-456701.923859,145402.5,-311299.423859,4.15508,3.92167,3.83719,3.83719,2,1.38563,1.63446,0,0,ok
74000,37,309.699,-454549.350128,144644.40625,-309904.943878,3.95818,4.06938,3.62899,3.62899,2,2.10528,2.52263,0,0,ok
76000,38,310.154,-456218.964874,144857.046875,-311361.917999,3.92489,3.99421,3.69526,3.69526,2,2.18391,2.34657,0,0,ok
78000,39,309.189,-454299.739289,144406.25,-309893.489289,3.4829,4.66209,3.0656,3.0656,2,1.9788,2.30988,0,0,ok
80000,40,312.286,-456723.830109,145852.640625,-310871.189484,3.84088,4.26616,3.43437,3.43437,2,2.03168,2.32665,0,0,ok
82000,41,309.387,-456686.686554,144498.5625,-312188.124054,3.71039,4.01587,3.38061,3.38061,2,2.2367,2.30983,0,0,ok
84000,42,309.411,-457598.993195,144509.765625,-313089.22757,4.21473,4.10915,3.57705,3.57705,2,2.1378,2.20222,0,0,ok
86000,43,311.382,-456258.66507,145430.546875,-310828.118195,4.41391,3.97047,3.50722,3.50722,2,1.88875,2.01305,0,0,ok
88000,44,308.833,-455842.828156,144239.859375,-311602.968781,3.79432,4.26509,3.60276,3.60276,2,1.89064,2.17864,0,0,ok
90000,45,308.766,-456571.192414,144208.59375,-312362.598664,4.15624,4.08026,3.67775,3.67775,2,1.88895,2.54232,0,0,ok
92000,46,308.8,-456833.383332,144224.5625,-312608.820832,3.52313,4.22947,3.95386,3.52313,2,2.21529,2.62081,0,0,ok
94000,47,311.115,-456641.861359,145305.953125,-311335.908234,3.95903,4.37884,3.80324,3.80324,2,2.20381,2.53134,0,0,ok
96000,48,307.559,-457142.353546,143644.890625,-313497.462921,4.0086,3.62011,3.86345,3.62011,2,1.93836,2.11584,0,0,ok
98000,49,309.255,-456456.626984,144437,-312019.626984,3.93938,3.73172,3.95632,3.73172,2,1.81047,1.94978,0,0,ok
100000,50,310.207,-455634.677765,144881.703125,-310752.97464,3.77494,3.65098,3.81263,3.65098,2,1.32742,1.77346,0,0,ok
102000,51,307.709,-455366.792023,143715.046875,-311651.745148,3.41605,4.08394,3.69255,3.41605,2,1.84423,1.96745,0,0,ok
104000,52,311.784,-456137.236359,145618.375,-310518.861359,4.12639,4.80157,3.26812,3.26812,2,2.07353,2.03665,0,0,ok
106000,53,311.329,-456025.619171,145405.78125,-310619.837921,3.51599,3.50781,3.54699,3.50781,2,1.8585,1.46705,0,0,ok
108000,54,308.659,-456399.057648,144158.5,-312240.557648,3.71047,3.92129,3.59792,3.59792,2,1.75617,1.45347,0,0,ok
110000,55,311.484,-456673.342804,145478.0625,-311195.280304,3.77122,4.00719,4.14229,3.77122,2,1.74261,1.58953,0,0,ok
112000,56,309.562,-456186.59964,144580.5625,-311606.03714,3.50574,3.94058,3.59811,3.50574,2,1.52887,1.61663,0,0,ok
114000,57,312.198,-456542.064484,145811.5,-310730.564484,3.55818,3.73644,3.6283,3.55818,2,1.71405,1.87754,0,0,ok
116000,58,311.464,-455228.549835,145468.84375,-309759.706085,3.3514,3.98546,3.71484,3.3514,2,1.66973,1.96905,0,0,ok
118000,59,308.74,-456477.452179,144196.515625,-312280.936554,4.18486,3.97049,3.42913,3.42913,2,1.84312,2.17824,0,0,ok
120000,60,312.284,-456187.009796,145851.90625,-310335.103546,3.95506,4.0865,3.61565,3.61565,2,1.50186,1.86195,0,0,ok
122000,61,307.967,-456058.628937,143835.640625,-312222.988312,4.47236,4.04636,3.96992,3.96992,2,1.89529,2.24054,0,0,ok
124000,62,310.656,-455166.722687,145091.390625,-310075.332062,4.56399,4.02497,3.42862,3.42862,2,1.68203,2.47796,0,0,ok
126000,63,308.478,-457642.462921,144073.9375,-313568.525421,4.61586,3.85205,3.47908,3.47908,2,1.79154,2.41363,0,0,ok
128000,64,309.457,-455873.25589,144531.34375,-311341.91214,4.14226,3.78377,3.6374,3.6374,2,1.48224,2.11546,0,0,ok
130000,65,309.907,-457251.928742,144741.5,-312510.428742,4.68348,3.83338,3.86113,3.83338,2,2.17498,2.75994,0,0,ok
132000,66,311.909,-457077.868195,145676.578125,-311401.29007,3.88389,3.10259,3.73792,3.10259,2,1.86498,2.72052,0,0,ok
134000,67,310.183,-456109.463898,144870.5,-311238.963898,4.31863,3.63805,3.77992,3.63805,2,2.14922,2.27113,0,0,ok
136000,68,308.924,-455112.138703,144282.484375,-310829.654328,3.84033,3.62923,3.86998,3.62923,2,2.04482,2.14944,0,0,ok
138000,69,311.823,-455782.932648,145636.25,-310146.682648,3.91971,4.06361,3.39567,3.39567,2,1.79297,1.96432,0,0,ok
140000,70,309.215,-456887.809601,144418.1875,-312469.622101,3.89313,3.53864,3.72034,3.53864,2,1.35206,1.39106,0,0,ok
142000,71,310.982,-457078.189484,145243.65625,-311834.533234,3.84765,4.01049,3.37625,3.37625,2,1.63757,1.63766,0,0,ok
144000,72,310.992,-455646.038117,145248.3125,-310397.725617,3.75313,3.99857,3.75543,3.75313,2,1.69911,1.88217,0,0,ok
146000,73,310.443,-456606.12796,144991.90625,-311614.22171,3.58138,3.7156,3.84015,3.58138,2,1.52345,1.52326,0,0,ok
148000,74,311.191,-455403.716828,145341.390625,-310062.326203,3.76324,3.67751,3.55025,3.55025,2,1.84897,1.7311,0,0,ok
150000,75,310.573,-456141.458039,145052.375,-311089.083039,3.66088,4.09539,3.78948,3.66088,2,1.76398,1.78986,0,0,ok
152000,76,311.991,-457700.347687,145714.734375,-311985.613312,3.81458,4.12041,3.55922,3.55922,2,1.83014,1.94074,0,0,ok
154000,77,311.007,-456464.715851,145255.40625,-311209.309601,3.57061,3.79037,3.86689,3.57061,2,1.81447,1.99364,0,0,ok
156000,78,310.378,-456342.628937,144961.5,-311381.128937,4.35557,3.66795,3.50884,3.50884,2,1.62288,1.73587,0,0,ok
158000,79,309.345,-457611.153351,144479.1875,-313131.965851,3.60323,3.19662,3.65305,3.19662,2,1.654,1.42291,0,0,ok
160000,80,311.858,-456516.796417,145652.53125,-310864.265167,3.84485,3.52619,4.05752,3.52619,2,1.55598,1.40139,0,0,ok
162000,81,310.643,-456234.083039,145085.1875,-311148.895539,3.48579,3.54316,3.78361,3.48579,2,1.93259,1.92851,0,0,ok
164000,82,310.218,-456157.188507,144886.5625,-311270.626007,4.14005,3.68054,3.68163,3.68054,2,2.39725,2.72952,0,0,ok
166000,83,310.178,-456766.293976,144867.890625,-311898.403351,3.8199,3.41719,3.43144,3.41719,2,2.10789,2.20802,0,0,ok
168000,84,311.061,-456976.960968,145280.34375,-311696.617218,3.82153,3.95649,3.43521,3.43521,2,2.03226,2.31776,0,0,ok
170000,85,308.376,-457409.569367,144026.3125,-313383.256867,4.13875,3.74528,3.56195,3.56195,2,2.11721,2.22462,0,0,ok
172000,86,310.297,-457023.876007,144923.625,-312100.251007,3.73711,3.53856,3.8301,3.53856,2,2.02087,2.10378,0,0,ok
174000,87,309.948,-455634.770539,144760.71875,-310874.051789,3.78708,4.02865,3.62637,3.62637,2,2.34517,2.571,0,0,ok
176000,88,311.268,-457528.875031,145377.21875,-312151.656281,3.81796,4.03267,3.56539,3.56539,2,2.48709,2.76888,0,0,ok
178000,89,310.906,-457039.81546,145208.328125,-311831.487335,3.94089,3.92767,3.5333,3.5333,2,2.13347,2.18423,0,0,ok
180000,90,309.428,-457963.119171,144517.765625,-313445.353546,3.65566,3.2399,3.66145,3.2399,2,1.99016,1.71308,0,0,ok
182000,91,311.847,-456538.235382,145647.75,-310890.485382,3.47606,3.89077,3.7214,3.47606,2,1.76899,1.46916,0,0,ok
184000,92,308.478,-457770.741242,144073.9375,-313696.803742,3.82991,3.79132,3.54941,3.54941,2,1.72864,1.62341,0,0,ok
186000,93,310.311,-456188.288117,144930.28125,-311258.006867,3.91868,3.7179,3.61094,3.61094,2,1.44543,1.40319,0,0,ok
188000,94,307.396,-456540.274445,143568.71875,-312971.555695,3.33008,3.76291,3.74395,3.33008,2,1.51572,1.61229,0,0,ok
190000,95,308.953,-457713.753937,144295.78125,-313417.972687,3.96959,3.92236,3.65952,3.65952,2,1.74524,2.16069,0,0,ok
192000,96,309.185,-457244.771515,144404.40625,-312840.365265,3.58116,3.24323,3.68886,3.24323,2,1.63647,1.65689,0,0,ok
194000,97,310.271,-456862.760773,144911.359375,-311951.401398,3.39489,4.06594,3.72175,3.39489,2,1.85894,2.18262,0,0,ok
196000,98,310.968,-457043.413117,145237.265625,-311806.147492,3.77184,3.1182,3.82328,3.1182,2,1.8542,1.93405,0,0,ok
198000,99,309.501,-456311.82132,144551.84375,-311759.97757,3.73563,3.66,3.78094,3.66,2,1.7253,1.80336,0,0,ok
200000,100,312.407,-456382.600128,145909.0625,-310473.537628,3.7754,3.19104,3.65355,3.19104,2,1.88172,2.14695,0,0,ok
