step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
2000,1,310.968,-454568.395539,145236.96875,-309331.426789,3.70425,3.6503,3.28552,3.28552,2,0.986619,1.68814,0,0,ok
4000,2,309.907,-454732.530304,144741.71875,-309990.811554,3.88308,3.26124,3.37162,3.26124,2,0.815029,1.68029,0,0,ok
6000,3,313.033,-455397.512726,146201.734375,-309195.778351,3.56078,3.16259,3.0943,3.0943,2,0.751661,1.52923,0,0,ok
8000,4,310.157,-454026.176789,144858.40625,-309167.770539,3.91984,3.49378,3.25613,3.25613,2,0.760494,1.69929,0,0,ok
10000,5,312.09,-455451.199249,145761.1875,-309690.011749,4.06985,3.32352,3.45115,3.32352,2,0.793259,1.44834,0,0,ok
12000,6,309.599,-456224.510773,144597.640625,-311626.870148,3.55484,3.38916,3.8268,3.38916,2,0.857813,1.38312,0,0,ok
14000,7,310.079,-455677.639679,144821.75,-310855.889679,4.03838,3.30922,3.11061,3.11061,2,0.852957,1.15234,0,0,ok
16000,8,311.008,-454416.916046,145255.984375,-309160.931671,3.79656,3.30163,3.32309,3.30163,2,0.914301,1.39078,0,0,ok
18000,9,310.443,-456165.397492,144991.921875,-311173.475617,3.89125,3.59153,3.66311,3.59153,2,0.74397,1.53503,0,0,ok
20000,10,309.068,-455558.532257,144349.75,-311208.782257,4.13786,3.32847,3.4663,3.32847,2,0.968932,1.49936,0,0,ok
22000,11,311.073,-455407.984406,145286.15625,-310121.828156,3.58527,3.99051,3.43259,3.43259,2,1.10959,1.92706,0,0,ok
24000,12,308.748,-453914.06546,144200.375,-309713.69046,4.16244,4.4364,3.79496,3.79496,2,1.55589,2.44771,0,0,ok
26000,13,309.339,-454414.322296,144476.25,-309938.072296,3.78245,4.0923,3.12577,3.12577,2,1.52427,2.0852,0,0,ok
28000,14,308.936,-455104.958039,144287.90625,-310817.051789,4.10447,4.35046,4.33859,4.10447,2,1.74693,2.55069,0,0,ok
30000,15,309.575,-455127.25882,144586.578125,-310540.680695,3.73661,4.45825,3.94588,3.73661,2,1.78801,2.39207,0,0,ok
32000,16,310.579,-455531.813507,145055.4375,-310476.376007,3.9713,3.78706,3.82984,3.78706,2,1.81045,2.41216,0,0,ok
34000,17,309.342,-455877.50589,144477.859375,-311399.646515,4.59121,3.91175,3.52277,3.52277,2,1.7432,2.11072,0,0,ok
36000,18,309.94,-455606.316437,144756.828125,-310849.488312,3.79653,3.60658,3.46725,3.46725,2,1.78336,2.24318,0,0,ok
38000,19,312.183,-456352.34964,145804.3125,-310548.03714,3.65381,3.86907,3.62454,3.62454,2,1.80264,2.3847,0,0,ok
40000,20,309.888,-455367.768585,144732.59375,-310635.174835,3.77707,4.00918,3.48797,3.48797,2,1.4848,2.06824,0,0,ok
