step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
120000,60,310.231,-455766.400435,144892.984375,-310873.41606,4.29524,4.82237,3.7739,3.7739,2,1.57025,4.39812,0,0,ok
122000,61,311.506,-457288.998091,145488.3125,-311800.685591,3.94125,4.82009,3.40542,3.40542,2,1.66213,4.56673,0,0,ok
124000,62,308.528,-457016.365278,144097.46875,-312918.896528,4.53232,4.89906,4.08804,4.08804,2,1.37651,4.23834,0,0,ok
126000,63,312.069,-456085.224653,145751.296875,-310333.927778,4.07697,4.46157,3.36474,3.36474,2,1.25708,4.09841,0,0,ok
128000,64,310.354,-455739.625044,144950.53125,-310789.093794,3.96253,4.13055,3.56865,3.56865,2,1.18091,3.88218,0,0,ok
130000,65,311.533,-458005.449263,145501.171875,-312504.277388,3.27508,4.07926,3.41264,3.27508,2,1.66453,4.04922,0,0,ok
132000,66,308.909,-457147.668989,144275.3125,-312872.356489,4.07682,4.49137,3.55937,3.55937,2,1.60427,4.2754,0,0,ok
134000,67,311.503,-457149.969282,145487.03125,-311662.938032,3.85219,3.8285,3.7241,3.7241,2,1.41763,4.02424,0,0,ok
136000,68,309.491,-457660.53813,144547.078125,-313113.460005,4.1056,4.46961,3.57447,3.57447,2,1.30993,4.09449,0,0,ok
138000,69,311.081,-457377.193403,145290.0625,-312087.130903,3.46705,4.43229,3.74122,3.46705,2,1.62553,4.15747,0,0,ok
140000,70,310.522,-455714.351607,145028.6875,-310685.664107,3.41317,4.27441,3.38422,3.38422,2,1.46053,3.85486,0,0,ok
142000,71,310.548,-455975.863325,145041.125,-310934.738325,3.53586,4.28171,3.53806,3.53586,2,1.35477,4.18674,0,0,ok
144000,72,311.136,-457286.72856,145315.703125,-311971.025435,3.453,4.90553,3.81175,3.453,2,1.25245,4.31682,0,0,ok
146000,73,312.108,-456343.876997,145769.375,-310574.501997,3.67343,5.00662,3.60329,3.60329,2,1.19919,4.14122,0,0,ok
148000,74,309.258,-455752.340864,144438.28125,-311314.059614,3.95891,5.46533,3.83059,3.83059,2,1.47091,4.67874,0,0,ok
150000,75,311.079,-456610.763716,145288.78125,-311321.982466,4.01342,4.30633,3.51048,3.51048,2,1.97073,4.9981,0,0,ok
152000,76,310.623,-456479.626997,145076.015625,-311403.611372,3.41787,4.8903,3.99668,3.41787,2,1.56987,4.62924,0,0,ok
154000,77,310.525,-456947.251997,145030.375,-311916.876997,3.95746,4.30923,3.72598,3.72598,2,2.02785,4.99915,0,0,ok
156000,78,308.25,-457307.9727,143967.5625,-313340.4102,3.71326,4.85911,3.59617,3.59617,2,2.27282,5.18175,0,0,ok
158000,79,308.637,-454533.674849,144148.25,-310385.424849,3.75257,5.51559,3.92698,3.75257,2,1.5231,4.6574,0,0,ok
160000,80,310.277,-456877.66606,144914.328125,-311963.337935,3.79995,5.40198,4.67723,3.79995,2,1.55331,4.71934,0,0,ok
162000,81,311.673,-456529.233442,145566.5625,-310962.670942,4.0583,5.93562,4.78208,4.0583,2,1.69218,4.87193,0,0,ok
164000,82,310.278,-456597.429243,144914.75,-311682.679243,3.54561,5.69061,4.1457,3.54561,2,0.99752,4.27569,0,0,ok
166000,83,309.967,-455409.565474,144769.78125,-310639.784224,3.67897,6.43541,3.234,3.234,2,0.895642,4.12662,0,0,ok
168000,84,308.938,-456739.318403,144288.9375,-312450.380903,3.64333,5.76225,4.00306,3.64333,2,1.25704,4.43633,0,0,ok
170000,85,310.901,-457924.640669,145205.65625,-312718.984419,3.57543,4.93654,4.17613,3.57543,2,1.40201,4.52858,0,0,ok
172000,86,309.692,-457268.234419,144641.3125,-312626.921919,3.80638,4.7257,3.53121,3.53121,2,1.93971,5.00612,0,0,ok
174000,87,308.908,-457265.487349,144274.78125,-312990.706099,3.84607,5.60927,3.9376,3.84607,2,1.95354,5.00702,0,0,ok
176000,88,309.395,-457464.125044,144502.265625,-312961.859419,3.85439,5.60288,3.84668,3.84668,2,1.64371,4.84011,0,0,ok
178000,89,311.873,-458277.248091,145659.609375,-312617.638716,3.91437,5.43609,3.40929,3.40929,2,1.33484,4.53446,0,0,ok
180000,90,309.749,-456636.495161,144667.578125,-311968.917036,3.59882,4.40504,4.14423,3.59882,2,2.05668,4.83875,0,0,ok
182000,91,310.133,-456516.31938,144846.875,-311669.44438,3.61277,4.39727,4.1012,3.61277,2,1.82678,4.73162,0,0,ok
184000,92,312.784,-457784.338911,146085.25,-311699.088911,4.09794,5.66656,3.76125,3.76125,2,1.60835,4.64564,0,0,ok
186000,93,310.023,-457241.919966,144795.828125,-312446.091841,4.23527,5.0866,3.52421,3.52421,2,1.82218,4.85189,0,0,ok
188000,94,309.388,-456586.983442,144499,-312087.983442,4.09408,4.78684,3.54143,3.54143,2,1.53781,4.64649,0,0,ok
190000,95,313.095,-457551.959517,146230.71875,-311321.240767,4.65874,5.54572,3.22587,3.22587,2,1.01322,4.18585,0,0,ok
192000,96,309.223,-456509.518599,144422.28125,-312087.237349,4.28751,5.11057,3.44248,3.44248,2,1.18665,3.63187,0,0,ok
194000,97,309.294,-456342.735396,144455.28125,-311887.454146,3.73902,4.75721,3.61245,3.61245,2,0.987506,3.77567,0,0,ok
196000,98,308.224,-457259.351607,143955.390625,-313303.960982,3.9859,4.4066,3.76143,3.76143,2,0.892841,3.77158,0,0,ok
198000,99,311.283,-457722.486372,145384.375,-312338.111372,3.36502,5.65174,4.06146,3.36502,2,0.9364,3.71101,0,0,ok
200000,100,309.611,-455392.786177,144603.109375,-310789.676802,3.57923,6.27969,4.12865,3.57923,2,1.54022,4.50161,0,0,ok
