step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
118000,59,311.991,-447290.578428,141756.375,-305534.203428,3.97245,3.46753,3.3758,3.3758,2,1.31407,2.75782,0,0,ok
120000,60,308.039,-448345.689756,139960.90625,-308384.783506,3.5776,3.99359,3.50009,3.50009,2,0.966697,2.24232,0,0,ok
122000,61,307.814,-446976.185849,139858.4375,-307117.748349,3.38177,4.10522,3.05314,3.05314,2,1.18269,2.52524,0,0,ok
124000,62,310.863,-446774.451474,141243.75,-305530.701474,3.45838,3.96898,3.36081,3.36081,2,1.08501,2.3115,0,0,ok
126000,63,309.698,-447612.105771,140714.703125,-306897.402646,3.93697,4.2583,3.67925,3.67925,2,1.30496,2.97453,0,0,ok
128000,64,311.01,-446580.359678,141310.828125,-305269.531553,3.90096,4.01027,3.54918,3.54918,2,0.967878,2.84759,0,0,ok
130000,65,309.314,-447378.184873,140540.125,-306838.059873,3.6758,4.32559,3.69073,3.6758,2,1.25381,2.89007,0,0,ok
132000,66,310.665,-448588.436826,141153.921875,-307434.514951,3.77236,4.17753,3.68657,3.68657,2,1.60461,3.18518,0,0,ok
134000,67,309.675,-448007.194639,140704.28125,-307302.913389,3.94089,3.9218,3.32613,3.32613,2,1.64949,2.96026,0,0,ok
136000,68,310.406,-447583.732724,141036.25,-306547.482724,3.66995,4.26163,3.65207,3.65207,2,1.36932,2.44398,0,0,ok
138000,69,309.372,-448380.612119,140566.59375,-307814.018369,3.49081,3.57179,3.42808,3.42808,2,0.982456,2.4829,0,0,ok
140000,70,308.567,-447083.599912,140200.46875,-306883.131162,3.7049,3.58945,3.4024,3.4024,2,1.09134,2.78257,0,0,ok
142000,71,309.044,-446416.484678,140417.46875,-305999.015928,3.62747,4.10085,3.46244,3.46244,2,1.39545,3.18876,0,0,ok
144000,72,310.228,-446876.035459,140955.15625,-305920.879209,4.31388,4.11111,4.11734,4.11111,2,1.69956,3.56382,0,0,ok
146000,73,310.91,-447908.11456,141265.21875,-306642.89581,4.33708,4.25901,3.7502,3.7502,2,1.52268,3.31937,0,0,ok
148000,74,308.391,-447784.046201,140120.703125,-307663.343076,4.30284,3.73618,3.94863,3.73618,2,1.53911,3.30086,0,0,ok
150000,75,309.356,-446990.540342,140559.0625,-306431.477842,4.20496,4.19166,4.44986,4.19166,2,1.54263,3.33987,0,0,ok
152000,76,309.823,-446076.30499,140771.4375,-305304.86749,4.12996,3.84143,3.97762,3.84143,2,1.47124,3.07032,0,0,ok
154000,77,312.344,-448112.344053,141916.609375,-306195.734678,4.58948,4.13137,4.07474,4.07474,2,1.22075,2.97106,0,0,ok
156000,78,308.6,-446856.545224,140215.703125,-306640.842099,5.11735,5.56912,3.85935,3.85935,2,1.81694,3.60064,0,0,ok
158000,79,309.101,-447352.488584,140443.0625,-306909.426084,4.77561,4.40896,3.93572,3.93572,2,1.71512,3.62944,0,0,ok
160000,80,312.359,-446947.811826,141923.59375,-305024.218076,4.09411,3.68897,3.95433,3.68897,2,1.77915,3.38295,0,0,ok
162000,81,309.469,-446463.33331,140610.609375,-305852.723935,3.76641,4.0449,3.67516,3.67516,2,1.94003,3.49607,0,0,ok
164000,82,310.963,-447148.053037,141289.265625,-305858.787412,3.6899,3.87784,3.68384,3.68384,2,1.61776,3.20634,0,0,ok
166000,83,310.758,-447333.439756,141196.125,-306137.314756,3.72354,3.55647,4.54728,3.55647,2,1.26424,2.83739,0,0,ok
168000,84,309.418,-447106.582334,140587.15625,-306519.426084,3.93359,4.87895,3.81963,3.81963,2,1.03427,2.45997,0,0,ok
170000,85,313.286,-448458.119443,142344.75,-306113.369443,4.25454,3.98641,3.28705,3.28705,2,0.936575,2.55251,0,0,ok
172000,86,310.462,-446667.27081,141061.46875,-305605.80206,4.13594,3.83929,3.81739,3.81739,2,1.01871,2.92522,0,0,ok
174000,87,310.019,-446226.268857,140860.421875,-305365.846982,3.5791,4.21748,3.75087,3.5791,2,1.07461,2.76187,0,0,ok
176000,88,309.427,-448438.597959,140591.421875,-307847.176084,3.72021,4.26124,3.69634,3.69634,2,1.03606,2.8361,0,0,ok
178000,89,312.579,-447932.749326,142023.53125,-305909.218076,4.20044,4.35992,3.80238,3.80238,2,0.923419,3.06388,0,0,ok
180000,90,308.731,-448296.447568,140275.3125,-308021.135068,4.35334,3.86238,3.26488,3.26488,2,0.934314,2.55092,0,0,ok
182000,91,310.855,-447302.784482,141240.09375,-306062.690732,4.94968,4.12549,3.93458,3.93458,2,1.20697,2.67235,0,0,ok
184000,92,311.246,-447207.844053,141417.78125,-305790.062803,3.75522,3.69543,3.75779,3.69543,2,1.14974,2.55369,0,0,ok
186000,93,311.221,-446874.17706,141406.53125,-305467.64581,4.01439,4.10989,3.46849,3.46849,2,0.853078,2.41666,0,0,ok
188000,94,310.778,-448104.751279,141205.453125,-306899.298154,4.18857,3.84458,4.11502,3.84458,2,0.895813,2.50638,0,0,ok
190000,95,309.136,-446843.863584,140459.25,-306384.613584,4.72064,4.25254,3.6558,3.6558,2,1.063,2.63395,0,0,ok
192000,96,310.499,-448055.712217,141078.46875,-306977.243467,4.98071,3.70251,3.2609,3.2609,2,1.80388,2.50151,0,0,ok
194000,97,307.428,-448658.460264,139683.1875,-308975.272764,4.49895,3.9668,3.22875,3.22875,2,1.79818,2.1438,0,0,ok
196000,98,311.815,-447175.229795,141676.515625,-305498.71417,5.31833,4.37041,3.53296,3.53296,2,1.97029,2.53891,0,0,ok
198000,99,309.243,-448011.929014,140507.84375,-307504.085264,3.86833,3.75019,3.74323,3.74323,2,1.49599,1.82736,0,0,ok
200000,100,311.199,-447778.342099,141396.40625,-306381.935849,3.7453,4.085,3.79117,3.7453,2,1.55146,2.01015,0,0,ok
