step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_50ps_input_A,severe_lt_1A,close_lt_1p5A,status
15000,7.5,309.412,-445596.610432,140581.90625,-305014.704182,4.17485,4.46845,4.84657,4.17485,2,1.58571,0,0,ok
16000,8,310.725,-447018.248127,141178.5625,-305839.685627,3.70063,4.44109,4.10394,3.70063,2,0.992905,0,0,ok
17000,8.5,308.3,-444848.519612,140076.765625,-304771.753987,3.83027,4.31772,4.82959,3.83027,2,1.14382,0,0,ok
18000,9,308.388,-443850.073323,140116.796875,-303733.276448,4.00459,4.98426,4.54387,4.00459,2,1.06196,0,0,ok
19000,9.5,312.826,-444278.61385,142132.9375,-302145.67635,3.57654,4.46701,4.69848,3.57654,2,0.785361,0,0,ok
20000,10,311.187,-446057.182209,141388.546875,-304668.635334,3.91934,4.78324,4.26843,3.91934,2,0.978818,0,0,ok
21000,10.5,310.286,-445457.644612,140978.984375,-304478.660237,3.7896,3.75122,3.53691,3.53691,2,0.7081,0,0,ok
22000,11,311.23,-444207.522541,141408.1875,-302799.335041,4.20324,4.07078,3.63232,3.63232,2,0.766621,0,0,ok
23000,11.5,311.662,-444747.751057,141604.171875,-303143.579182,3.57876,4.37621,3.07043,3.07043,2,1.02427,0,0,ok
24000,12,311.439,-444017.325276,141502.984375,-302514.340901,4.1676,3.79853,3.11341,3.11341,2,1.34037,0,0,ok
25000,12.5,309.145,-444267.00301,140460.484375,-303806.518635,3.83912,3.78976,3.52231,3.52231,2,1.30614,0,0,ok
26000,13,311.671,-445190.984455,141608.46875,-303582.515705,3.95911,3.83625,3.28853,3.28853,2,1.29238,0,0,ok
27000,13.5,310.718,-444063.413166,141175.4375,-302887.975666,4.29376,4.14152,4.51503,4.14152,2,1.28645,0,0,ok
28000,14,311.393,-445388.816487,141481.90625,-303906.910237,3.84369,3.74756,3.81669,3.74756,2,1.11245,0,0,ok
29000,14.5,308.683,-446319.936604,140250.609375,-306069.327229,4.38495,4.25978,4.87123,4.25978,2,1.36874,0,0,ok
30000,15,311.727,-445402.09383,141633.796875,-303768.296955,4.1357,4.09389,5.21732,4.09389,2,1.5847,0,0,ok
31000,15.5,309.007,-445231.010823,140397.875,-304833.135823,4.11037,4.29474,6.25363,4.11037,2,1.92349,0,0,ok
32000,16,311.055,-444964.135823,141328.5,-303635.635823,3.60863,4.39789,6.2389,3.60863,2,2.28052,0,0,ok
33000,16.5,310.55,-445852.883869,141099.015625,-304753.868244,4.12121,4.40033,5.52389,4.12121,2,2.07124,0,0,ok
34000,17,309.514,-445203.09383,140628.390625,-304574.703205,3.74972,4.42978,5.24732,3.74972,2,1.60522,0,0,ok
35000,17.5,309.051,-446139.887776,140417.796875,-305722.090901,4.00346,4.26318,5.18459,4.00346,2,1.36503,0,0,ok
36000,18,309.913,-444146.015705,140809.6875,-303336.328205,3.69682,3.94192,4.82798,3.69682,2,1.03044,0,0,ok
37000,18.5,309.682,-446265.670002,140704.78125,-305560.888752,4.00669,3.57627,4.37314,3.57627,2,1.07709,0,0,ok
38000,19,310.911,-446421.452229,141263.015625,-305158.436604,3.69764,3.97818,4.61676,3.69764,2,1.07185,0,0,ok
39000,19.5,310.342,-445707.441975,141004.578125,-304702.86385,3.64393,3.8313,4.19464,3.64393,2,0.945013,0,0,ok
40000,20,311.03,-445596.917073,141317.171875,-304279.745198,4.49624,4.00845,4.65918,4.00845,2,1.2136,0,0,ok
41000,20.5,308.552,-444157.008869,140191.3125,-303965.696369,3.96963,3.993,3.80069,3.80069,2,1.03017,0,0,ok
42000,21,311.471,-445771.649494,141517.5,-304254.149494,3.76639,3.73526,4.14601,3.73526,2,0.858323,0,0,ok
43000,21.5,312.094,-445153.138752,141800.4375,-303352.701252,4.35242,4.20145,4.12769,4.12769,2,1.10415,0,0,ok
44000,22,309.154,-445337.25594,140464.96875,-304872.28719,4.13584,4.27446,4.29623,4.13584,2,1.28854,0,0,ok
45000,22.5,312.495,-444939.098713,141982.78125,-302956.317463,4.25733,4.04222,3.89724,3.89724,2,1.14947,0,0,ok
46000,23,308.203,-445154.479573,140032.53125,-305121.948323,4.49509,4.15619,4.22978,4.15619,2,0.958885,0,0,ok
47000,23.5,309.416,-445228.253987,140583.8125,-304644.441487,5.2813,4.12098,3.72335,3.72335,2,1.27899,0,0,ok
48000,24,310.515,-446153.709065,141083.28125,-305070.427815,4.28065,4.28826,4.31964,4.28065,2,1.16321,0,0,ok
49000,24.5,311.732,-444717.151448,141636.3125,-303080.838948,4.00927,4.18268,3.94736,3.94736,2,0.579293,0,0,ok
50000,25,308.251,-444009.432698,140054.4375,-303954.995198,3.92315,3.92683,4.25647,3.92315,2,0.957018,0,0,ok
51000,25.5,309.689,-444615.848713,140707.6875,-303908.161213,3.81016,4.10374,4.33452,3.81016,2,1.10855,0,0,ok
52000,26,311.673,-446411.390705,141609.09375,-304802.296955,4.02939,4.2227,3.8443,3.8443,2,0.975746,0,0,ok
53000,26.5,312.396,-444703.978596,141937.6875,-302766.291096,3.80569,4.21994,3.75956,3.75956,2,0.826508,0,0,ok
54000,27,308.8,-446003.491291,140304.125,-305699.366291,3.92222,4.17861,4.52777,3.92222,2,1.03749,0,0,ok
55000,27.5,310.085,-444125.516682,140887.96875,-303237.547932,3.7518,3.70221,4.59434,3.70221,2,1.24596,0,0,ok
56000,28,311.484,-445241.775471,141523.34375,-303718.431721,4.11033,3.89416,4.28469,3.89416,2,1.21721,0,0,ok
57000,28.5,312.096,-445836.882893,141801.3125,-304035.570393,3.89034,3.91754,4.01995,3.89034,2,1.05314,0,0,ok
58000,29,309.305,-444460.533284,140533.59375,-303926.939534,3.71085,4.26404,4.59436,3.71085,2,0.956506,0,0,ok
59000,29.5,312.102,-445136.572346,141804.015625,-303332.556721,4.44699,4.20398,3.99896,3.99896,2,1.00386,0,0,ok
60000,30,311.581,-444374.612385,141567.28125,-302807.331135,4.2621,3.62935,4.66135,3.62935,2,1.33324,0,0,ok
61000,30.5,310.274,-445066.766682,140973.59375,-304093.172932,3.83701,3.80676,4.55008,3.80676,2,1.19871,0,0,ok
62000,31,309.731,-446183.68758,140727.0625,-305456.62508,4.07979,4.45403,5.04814,4.07979,2,1.11265,0,0,ok
63000,31.5,309.606,-444726.449299,140670.125,-304056.324299,3.80611,3.9862,4.89227,3.80611,2,1.00822,0,0,ok
64000,32,311.716,-444967.095784,141628.65625,-303338.439534,4.0584,4.27842,4.67535,4.0584,2,1.04375,0,0,ok
65000,32.5,310.893,-445438.897541,141254.75,-304184.147541,3.79888,4.42969,4.23283,3.79888,2,1.1416,0,0,ok
66000,33,309.674,-446205.670979,140701.078125,-305504.592854,3.2524,4.9669,4.60251,3.2524,2,1.38642,0,0,ok
67000,33.5,310.133,-446235.291584,140909.6875,-305325.604084,3.59671,3.97783,4.56877,3.59671,2,1.20152,0,0,ok
68000,34,309.108,-444705.210041,140444.09375,-304261.116291,3.52286,4.32178,4.60317,3.52286,2,1.27074,0,0,ok
69000,34.5,309.124,-446029.776448,140451.0625,-305578.713948,4.10351,3.8644,4.36085,3.8644,2,1.32253,0,0,ok
70000,35,310.909,-445212.405842,141262.1875,-303950.218342,3.81215,4.35321,4.54983,3.81215,2,1.19272,0,0,ok
71000,35.5,310.112,-445984.81258,140900.1875,-305084.62508,3.98795,4.19714,4.11237,3.98795,2,1.23045,0,0,ok
72000,36,308.847,-445486.586506,140325.484375,-305161.102131,3.62954,4.40662,4.82856,3.62954,2,1.19567,0,0,ok
73000,36.5,309.217,-444890.609455,140493.53125,-304397.078205,3.7903,4.36333,5.05378,3.7903,2,1.10868,0,0,ok
74000,37,308.937,-444330.722737,140366.1875,-303964.535237,3.85856,3.91805,3.7959,3.7959,2,1.07037,0,0,ok
75000,37.5,310.866,-444494.314534,141242.84375,-303251.470784,3.96116,4.2312,4.04146,3.96116,2,1.10099,0,0,ok
76000,38,310.454,-445852.150471,141055.359375,-304796.791096,3.93804,3.65307,3.73836,3.65307,2,0.92915,0,0,ok
77000,38.5,309.04,-446319.283284,140413.1875,-305906.095784,3.55972,3.86416,4.29052,3.55972,2,0.975963,0,0,ok
78000,39,309.745,-445229.795002,140733.1875,-304496.607502,4.09925,3.70654,3.7112,3.70654,2,0.768931,0,0,ok
79000,39.5,309.78,-445646.84676,140749.03125,-304897.81551,4.16226,3.73719,3.80593,3.73719,2,0.660195,0,0,ok
80000,40,311.04,-445160.213948,141321.546875,-303838.667073,3.94181,3.92564,3.43842,3.43842,2,0.953965,0,0,ok
81000,40.5,308.771,-445996.555744,140290.65625,-305705.899494,3.91706,3.30463,4.56483,3.30463,2,0.930367,0,0,ok
82000,41,311.311,-446216.042073,141444.65625,-304771.385823,4.47155,3.75736,3.9406,3.75736,2,0.919569,0,0,ok
83000,41.5,307.772,-446754.026448,139837.015625,-306917.010823,3.53191,4.21152,3.56235,3.53191,2,0.830856,0,0,ok
84000,42,312.881,-445808.644612,142157.96875,-303650.675862,3.93164,3.57193,4.32916,3.57193,2,0.829087,0,0,ok
85000,42.5,310.434,-446050.929768,141046.1875,-305004.742268,3.89756,3.88024,3.4624,3.4624,2,0.920592,0,0,ok
86000,43,311.152,-446133.013752,141372.765625,-304760.248127,3.8871,4.04683,4.16925,3.8871,2,0.922831,0,0,ok
87000,43.5,310.677,-446481.995198,141156.890625,-305325.104573,3.93308,4.17255,4.43313,3.93308,2,0.977661,0,0,ok
88000,44,312.378,-446220.831135,141929.40625,-304291.424885,3.87387,4.20869,4.823,3.87387,2,1.11727,0,0,ok
89000,44.5,311.824,-445665.106526,141677.8125,-303987.294026,3.54786,4.52368,4.57048,3.54786,2,1.083,0,0,ok
90000,45,311.562,-446677.113362,141558.9375,-305118.175862,3.37152,3.92626,4.073,3.37152,2,0.772489,0,0,ok
91000,45.5,311.263,-445415.180744,141422.828125,-303992.352619,3.90721,3.4305,4.4688,3.4305,2,0.695659,0,0,ok
92000,46,310.96,-445281.732502,141285.359375,-303996.373127,3.5702,3.62685,4.10802,3.5702,2,0.798443,0,0,ok
93000,46.5,308.776,-445429.080159,140292.90625,-305136.173909,3.54848,3.7888,3.93172,3.54848,2,0.692193,0,0,ok
94000,47,310.438,-445788.933674,141048.28125,-304740.652424,3.40835,3.96802,3.47265,3.40835,2,0.915383,0,0,ok
95000,47.5,308.814,-446929.132405,140310.25,-306618.882405,3.71199,3.97984,4.03872,3.71199,2,1.06781,0,0,ok
96000,48,310.705,-445652.212971,141169.3125,-304482.900471,3.69234,3.82943,4.71992,3.69234,2,1.11096,0,0,ok
97000,48.5,311.485,-446576.260823,141523.6875,-305052.573323,3.9082,3.76687,4.04639,3.76687,2,1.02126,0,0,ok
98000,49,311.887,-445394.103596,141706.53125,-303687.572346,3.4937,3.73854,3.83241,3.4937,2,0.848492,0,0,ok
99000,49.5,308.108,-444887.418049,139989.71875,-304897.699299,3.64728,3.90345,4.18429,3.64728,2,0.946777,0,0,ok
100000,50,310.128,-444594.019612,140907.421875,-303686.597737,3.99387,4.09961,4.03725,3.99387,2,0.75275,0,0,ok
