success,platform,initial_energy_kJ_mol,final_energy_kJ_mol,max_force_kJ_mol_nm,top_force_atom,coordinate_nan,force_nan,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_rmsd_A,severe_lt_1A,close_lt_1p5A,probe_gate_passed
True,OpenCL,4357155802.84,-630089.062544,2315.23392251,OH2 TIP3 TIP3:6238,False,False,4.36346745783,3.36592143553,3.52571666408,3.36592143553,2,1.46430699695,0,0,True
