step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
2000,1,310.617,-446610.935543,141119.03125,-305491.904293,3.0016,4.14722,4.05344,3.0016,2,0.600848,1.53797,0,0,ok
4000,2,309.007,-448076.437008,140387.6875,-307688.749508,3.81433,4.95077,4.69523,3.81433,2,0.894134,1.87627,0,0,ok
6000,3,311.689,-446348.874508,141606.0625,-304742.812008,3.86536,5.13383,4.79323,3.86536,2,0.66063,1.6639,0,0,ok
8000,4,307.579,-446588.576656,139738.890625,-306849.686031,3.36236,4.24279,5.18415,3.36236,2,0.834066,1.78397,0,0,ok
10000,5,310.597,-446519.836422,141110.09375,-305409.742672,3.10191,4.29609,4.7208,3.10191,2,0.918331,1.86924,0,0,ok
12000,6,308.2,-446736.019039,140020.921875,-306715.097164,3.50242,5.1456,5.40404,3.50242,2,0.982549,2.04459,0,0,ok
14000,7,310.974,-447179.808102,141281.46875,-305898.339352,3.33294,4.30722,4.95982,3.33294,2,0.989426,1.93987,0,0,ok
16000,8,310.035,-446680.850094,140854.71875,-305826.131344,3.46609,4.80469,3.85237,3.46609,2,0.552489,1.4738,0,0,ok
18000,9,311.261,-446064.046383,141411.5625,-304652.483883,3.4372,3.68794,3.69115,3.4372,2,0.686404,1.35265,0,0,ok
20000,10,309.748,-447952.684078,140724.375,-307228.309078,3.69321,5.01787,4.79,3.69321,2,0.73201,1.58933,0,0,ok
22000,11,310.893,-447281.638668,141244.4375,-306037.201168,3.53859,3.95493,4.60946,3.53859,2,0.995357,1.91482,0,0,ok
24000,12,310.346,-446501.189938,140996.25,-305504.939938,3.4385,4.17195,4.80128,3.4385,2,0.783248,1.57377,0,0,ok
26000,13,310.209,-446870.434567,140933.8125,-305936.622067,3.94696,3.90574,4.69495,3.90574,2,1.06471,1.06841,0,0,ok
28000,14,311.279,-446444.986813,141419.859375,-305025.127438,4.07209,4.20424,4.74515,4.07209,2,0.944391,1.52908,0,0,ok
30000,15,309.672,-447006.468258,140689.71875,-306316.749508,3.18416,4.71788,5.05726,3.18416,2,0.872357,1.66138,0,0,ok
32000,16,309.721,-447054.782711,140712.1875,-306342.595211,3.90712,4.54526,4.75736,3.90712,2,0.929797,1.85138,0,0,ok
34000,17,310.829,-446288.002438,141215.515625,-305072.486813,3.36954,4.40255,4.06311,3.36954,2,0.521672,1.58658,0,0,ok
36000,18,310.462,-446137.624508,141048.875,-305088.749508,3.54726,5.38,4.63675,3.54726,2,0.657665,1.7627,0,0,ok
38000,19,310.84,-447053.830563,141220.34375,-305833.486813,3.3246,5.48849,4.8699,3.3246,2,0.784417,1.97004,0,0,ok
40000,20,312.802,-448128.122555,142111.90625,-306016.216305,3.40921,4.59618,4.40118,3.40921,2,0.577834,1.77726,0,0,ok
42000,21,310.843,-447324.913571,141221.9375,-306102.976071,3.16993,4.05758,4.67798,3.16993,2,0.565577,1.80723,0,0,ok
44000,22,314.071,-446288.312496,142688.53125,-303599.781246,3.82254,3.97993,4.04421,3.82254,2,0.721991,1.38215,0,0,ok
46000,23,308.1,-447908.7915,139975.53125,-307933.26025,3.48171,5.205,4.32067,3.48171,2,1.01495,1.25557,0,0,ok
48000,24,308.289,-447073.131832,140061.734375,-307011.397457,3.58684,4.71631,4.39736,3.58684,2,0.665586,1.42535,0,0,ok
50000,25,313.224,-446843.442867,142303.5,-304539.942867,3.80515,3.97575,3.59875,3.59875,2,0.954024,1.29849,0,0,ok
52000,26,307.565,-447271.686031,139732.53125,-307539.154781,3.85091,4.12693,3.28306,3.28306,2,1.43693,1.36236,0,0,ok
54000,27,310.532,-447403.089352,141080.34375,-306322.745602,3.48327,4.26378,3.92442,3.48327,2,0.789921,1.455,0,0,ok
56000,28,311.423,-447063.51318,141485.453125,-305578.060055,3.46434,4.11589,4.42873,3.46434,2,1.02212,1.81329,0,0,ok
58000,29,311.53,-447597.818844,141533.875,-306063.943844,3.18785,5.70825,5.36541,3.18785,2,0.730586,1.68491,0,0,ok
60000,30,310.762,-446733.389645,141185.1875,-305548.202145,3.64922,5.18863,5.52643,3.64922,2,0.837778,1.59028,0,0,ok
