success,platform,initial_energy_kJ_mol,final_energy_kJ_mol,max_force_kJ_mol_nm,top_force_atom,coordinate_nan,force_nan,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_rmsd_A,severe_lt_1A,close_lt_1p5A,probe_gate_passed
True,OpenCL,27636154472,-628851.879914,2240.21911756,OH2 TIP3 TIP3:6271,False,False,4.32777143382,3.51600673849,3.50672100473,3.50672100473,2,0.470734943215,0,0,True
