step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
2000,1,310.215,-454911.741019,144882.953125,-310028.787894,3.68113,3.52566,3.69715,3.52566,2,0.737751,0.580888,0,0,ok
4000,2,309.629,-454629.281059,144608.96875,-310020.312309,4.06887,3.88548,3.43608,3.43608,2,1.05893,0.712878,0,0,ok
6000,3,311.336,-454944.444144,145406.5625,-309537.881644,3.66881,3.71344,3.58319,3.58319,2,0.829332,0.741422,0,0,ok
8000,4,310.17,-454095.338676,144861.625,-309233.713676,3.30908,3.104,3.7547,3.104,2,0.794549,0.621852,0,0,ok
10000,5,309.141,-455646.79473,144381.40625,-311265.38848,4.7325,3.77893,3.98715,3.77893,2,1.02703,0.653852,0,0,ok
12000,6,309.43,-455669.783988,144516.34375,-311153.440238,4.09243,3.88352,3.25593,3.25593,2,0.839403,0.699816,0,0,ok
14000,7,308.372,-456492.236137,144021.9375,-312470.298637,4.00001,3.58928,3.76255,3.58928,2,0.612163,0.889032,0,0,ok
16000,8,309.833,-453899.914848,144704.296875,-309195.617973,4.04382,4.109,4.14106,4.04382,2,0.44988,1.08962,0,0,ok
18000,9,312.49,-456130.510551,145945.34375,-310185.166801,4.2721,4.4019,3.88486,3.88486,2,0.668314,1.17718,0,0,ok
20000,10,311.999,-455659.928519,145715.796875,-309944.131644,3.90024,4.36402,4.11814,3.90024,2,0.574031,1.0347,0,0,ok
22000,11,308.087,-455840.518363,143889.125,-311951.393363,4.05388,3.82237,3.78302,3.78302,2,0.542272,0.996238,0,0,ok
24000,12,310.156,-455003.160453,144855.0625,-310148.097953,4.20872,4.74454,3.92301,3.92301,2,1.12172,1.41789,0,0,ok
26000,13,310.052,-455383.505668,144806.890625,-310576.615043,4.5816,3.92791,3.86772,3.86772,2,0.962251,1.06826,0,0,ok
28000,14,309.575,-454619.768363,144583.78125,-310035.987113,4.33007,3.70846,3.83599,3.70846,2,0.881157,0.833694,0,0,ok
30000,15,309.963,-456560.644828,144765.15625,-311795.488578,3.92851,3.17107,3.22998,3.17107,2,0.937754,0.854555,0,0,ok
32000,16,309.986,-456648.14434,144775.6875,-311872.45684,3.9947,3.47394,3.84598,3.47394,2,0.852767,0.785076,0,0,ok
34000,17,307.746,-457674.161918,143729.578125,-313944.583793,4.16612,3.67008,3.64396,3.64396,2,1.01837,0.975328,0,0,ok
36000,18,309.334,-456493.816215,144471.375,-312022.441215,3.34042,3.10074,3.68105,3.10074,2,1.23922,1.09168,0,0,ok
38000,19,311.437,-456534.193168,145453.5,-311080.693168,4.00962,3.19099,3.62135,3.19099,2,0.985736,0.862637,0,0,ok
40000,20,310.692,-457404.372855,145105.53125,-312298.841605,3.84569,4.03055,3.43376,3.43376,2,0.603597,0.940441,0,0,ok
42000,21,310.652,-456784.431449,145086.6875,-311697.743949,3.96091,3.65258,3.43002,3.43002,2,1.16661,0.695857,0,0,ok
44000,22,312.347,-455735.668754,145878.421875,-309857.246879,4.17867,3.5884,3.5457,3.5457,2,1.51048,1.0353,0,0,ok
46000,23,313.529,-454657.45684,146430.59375,-308226.86309,4.32726,3.42087,3.6067,3.42087,2,1.00284,0.736319,0,0,ok
