step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
48000,24,312.259,-453888.035941,145837.5,-308050.535941,3.66358,2.87317,3.79582,2.87317,2,1.06507,0.76918,0,0,ok
50000,25,309.86,-456891.712699,144717.1875,-312174.525199,4.10295,4.07936,3.73987,3.73987,2,0.700491,0.525097,0,0,ok
52000,26,310.197,-454905.993949,144874.5625,-310031.431449,3.96247,3.3461,3.5813,3.3461,2,1.12356,0.606282,0,0,ok
54000,27,311.64,-455980.484184,145548.40625,-310432.077934,3.24076,3.68607,3.86351,3.24076,2,0.791658,0.500199,0,0,ok
56000,28,310.845,-456774.429496,145177.046875,-311597.382621,3.90274,3.63354,3.60827,3.60827,2,1.13057,0.579446,0,0,ok
58000,29,309.141,-454833.252738,144381.25,-310452.002738,3.5501,3.6055,3.54868,3.54868,2,0.971784,0.651906,0,0,ok
60000,30,308.158,-455197.683402,143922.265625,-311275.417777,4.35536,3.79739,3.61992,3.61992,2,1.12883,0.653145,0,0,ok
62000,31,308.626,-456035.061332,144140.5625,-311894.498832,3.24583,3.52921,3.44112,3.24583,2,1.11157,1.0374,0,0,ok
64000,32,308.667,-455850.629691,144159.9375,-311690.692191,4.54076,4.26408,3.51675,3.51675,2,0.836661,0.808698,0,0,ok
66000,33,308.488,-455992.240043,144076.109375,-311916.130668,4.07757,3.45747,3.37379,3.37379,2,0.928442,0.893592,0,0,ok
68000,34,308.166,-456581.947074,143925.734375,-312656.212699,3.93221,4.09979,3.89388,3.89388,2,0.525629,0.733211,0,0,ok
70000,35,310.834,-455721.813773,145171.90625,-310549.907523,3.86345,3.96411,3.54519,3.54519,2,0.78749,0.818704,0,0,ok
72000,36,310.464,-457504.128715,144999.03125,-312505.097465,4.13629,3.02178,3.76566,3.02178,2,1.17647,0.967595,0,0,ok
74000,37,309.787,-456035.747855,144682.875,-311352.872855,3.86578,4.03879,3.34504,3.34504,2,0.771678,0.826892,0,0,ok
76000,38,308.064,-456008.325004,143878.40625,-312129.918754,4.71293,3.55347,3.22767,3.22767,2,0.828723,0.7482,0,0,ok
78000,39,309.434,-455342.839164,144518.203125,-310824.636039,3.70149,3.62761,3.57393,3.57393,2,0.728101,0.757633,0,0,ok
80000,40,310.678,-455181.866019,145099.28125,-310082.584769,3.81677,3.5911,3.30495,3.30495,2,0.693094,0.625502,0,0,ok
82000,41,311.648,-455755.720512,145552.125,-310203.595512,4.49256,3.88123,3.37694,3.37694,2,1.11268,0.831692,0,0,ok
84000,42,308.441,-455466.979301,144054.4375,-311412.541801,4.83203,3.91555,3.4956,3.4956,2,1.18715,0.802215,0,0,ok
86000,43,310.399,-456407.184379,144968.859375,-311438.325004,3.94121,4.04596,3.77974,3.77974,2,0.78592,0.685609,0,0,ok
88000,44,310.322,-456338.284965,144932.84375,-311405.441215,3.95053,4.00931,4.09356,3.95053,2,0.662971,0.996498,0,0,ok
90000,45,308.992,-455808.887504,144311.546875,-311497.340629,4.51602,3.73915,3.7875,3.73915,2,0.678839,0.972163,0,0,ok
92000,46,311.234,-455825.625785,145358.65625,-310466.969535,4.78488,4.10727,4.29035,4.10727,2,0.946762,1.4344,0,0,ok
94000,47,308.483,-455726.106254,144074,-311652.106254,3.99555,4.14843,3.65736,3.65736,2,0.844271,1.56944,0,0,ok
96000,48,312.195,-456646.348441,145807.78125,-310838.567191,4.0886,3.64298,3.51199,3.51199,2,1.12768,1.49468,0,0,ok
98000,49,310.737,-456024.671684,145126.65625,-310898.015434,4.38195,3.89946,3.85083,3.85083,2,0.894885,1.51167,0,0,ok
100000,50,309.861,-456019.963676,144717.53125,-311302.432426,4.17805,4.31199,4.14936,4.14936,2,1.24074,1.85082,0,0,ok
102000,51,307.537,-455537.620902,143632.15625,-311905.464652,3.91902,4.23361,4.04388,3.91902,2,1.17415,1.75301,0,0,ok
104000,52,312.272,-456568.415336,145843.65625,-310724.759086,3.94929,3.7914,3.97872,3.7914,2,1.15538,1.68926,0,0,ok
106000,53,308.812,-457478.756644,144227.78125,-313250.975394,3.87684,3.92096,3.76675,3.76675,2,1.88814,2.44145,0,0,ok
108000,54,309.772,-456317.190238,144676,-311641.190238,4.37607,3.93343,3.70704,3.70704,2,2.09136,2.66303,0,0,ok
110000,55,309.791,-456282.997855,144684.625,-311598.372855,4.49583,3.78251,3.78933,3.78251,2,2.13821,2.62117,0,0,ok
112000,56,311.339,-456035.558402,145407.71875,-310627.839652,3.74819,4.23991,3.6537,3.6537,2,1.69046,2.29754,0,0,ok
114000,57,310.086,-456288.697074,144822.65625,-311466.040824,4.09388,4.02626,3.99483,3.99483,2,1.87739,2.37168,0,0,ok
116000,58,310.532,-455706.039848,145030.96875,-310675.071098,3.98404,3.91048,3.45468,3.45468,2,1.28978,1.79003,0,0,ok
118000,59,309.834,-457195.654105,144705.046875,-312490.60723,4.22976,3.98178,3.71881,3.71881,2,1.29315,1.75405,0,0,ok
120000,60,310.124,-456099.180473,144840.1875,-311258.992973,4.3656,4.15943,4.06322,4.06322,2,1.44899,2.03228,0,0,ok
122000,61,311.464,-455379.804496,145466,-309913.804496,4.43524,4.40219,4.07122,4.07122,2,1.32587,1.85262,0,0,ok
124000,62,309.88,-455454.008109,144726.25,-310727.758109,3.85647,3.864,4.20036,3.85647,2,1.34933,1.83657,0,0,ok
126000,63,311.055,-456634.465629,145275.15625,-311359.309379,4.17828,3.88049,4.06914,3.88049,2,1.57885,2.09586,0,0,ok
128000,64,309.585,-456050.131644,144588.515625,-311461.616019,3.70171,4.61844,3.60468,3.60468,2,1.16844,1.72349,0,0,ok
130000,65,310.969,-456876.770316,145235.171875,-311641.598441,4.10764,3.66381,4.1626,3.66381,2,1.03202,1.70395,0,0,ok
132000,66,311.707,-456117.115531,145579.796875,-310537.318656,4.42585,4.18331,3.59607,3.59607,2,1.30803,1.82423,0,0,ok
134000,67,311.488,-456680.676566,145477.15625,-311203.520316,4.21406,3.68467,3.7629,3.68467,2,1.21769,1.83973,0,0,ok
136000,68,309.698,-457208.351371,144641.40625,-312566.945121,3.93981,4.55494,4.52134,3.93981,2,1.1026,1.73826,0,0,ok
138000,69,312.123,-457240.654105,145773.71875,-311466.935355,3.93138,4.72215,3.63749,3.63749,2,0.677612,1.39508,0,0,ok
140000,70,310.016,-456276.995902,144789.84375,-311487.152152,3.61134,3.92539,4.15935,3.61134,2,1.37411,1.88934,0,0,ok
142000,71,311.338,-458097.950004,145407.296875,-312690.653129,4.18254,3.7933,3.47057,3.47057,2,1.70058,2.1616,0,0,ok
144000,72,310.735,-456148.151176,145125.6875,-311022.463676,3.97883,3.73436,3.855,3.73436,2,1.33359,1.8701,0,0,ok
146000,73,310.992,-455779.082816,145245.6875,-310533.395316,4.20102,4.099,3.97642,3.97642,2,1.09117,1.65024,0,0,ok
148000,74,311.58,-455560.150199,145520.3125,-310039.837699,3.99573,3.87781,3.38065,3.38065,2,0.567347,1.22505,0,0,ok
150000,75,307.219,-456843.741996,143483.53125,-313360.210746,4.37407,4.44814,3.90002,3.90002,2,1.31246,1.67809,0,0,ok
152000,76,310.143,-455796.580863,144848.984375,-310947.596488,5.70841,3.64964,3.55101,3.55101,2,1.31624,1.5554,0,0,ok
154000,77,311.244,-456371.500785,145363.25,-311008.250785,4.26203,3.97899,3.66505,3.66505,2,1.49738,2.04503,0,0,ok
156000,78,308.525,-456099.713676,144093.515625,-312006.198051,4.09095,3.95786,3.4592,3.4592,2,1.14826,1.56214,0,0,ok
158000,79,309.833,-457084.352348,144704.234375,-312380.117973,4.25233,3.89219,3.68313,3.68313,2,1.55845,2.04116,0,0,ok
160000,80,310.104,-456825.737113,144830.8125,-311994.924613,4.18664,3.96105,3.91154,3.91154,2,1.35962,1.86578,0,0,ok
162000,81,309.848,-457139.469535,144711.328125,-312428.14141,4.31819,4.10751,3.96207,3.96207,2,0.811179,1.35094,0,0,ok
164000,82,311.358,-457334.342582,145416.65625,-311917.686332,3.93329,3.92126,3.98323,3.92126,2,0.534536,1.18395,0,0,ok
166000,83,309.009,-457485.543754,144319.5625,-313165.981254,3.38407,4.11805,3.54281,3.38407,2,0.60826,1.21841,0,0,ok
168000,84,309.795,-457495.252738,144686.546875,-312808.705863,3.3528,3.91436,3.94377,3.3528,2,0.69499,1.36887,0,0,ok
170000,85,310.517,-457623.32891,145023.90625,-312599.42266,3.65632,4.02764,3.77791,3.65632,2,0.537124,1.29159,0,0,ok
172000,86,309.626,-456561.940238,144607.65625,-311954.283988,3.74208,4.01545,4.1686,3.74208,2,0.634362,1.04373,0,0,ok
174000,87,308.587,-456801.992973,144122.390625,-312679.602348,3.7717,3.81323,4.39198,3.7717,2,0.870268,1.33655,0,0,ok
176000,88,310.443,-457875.237601,144989.21875,-312886.018851,4.18713,4.20053,3.71809,3.71809,2,0.628411,0.72723,0,0,ok
178000,89,309.174,-457067.125297,144396.6875,-312670.437797,4.34207,3.64393,3.22697,3.22697,2,0.961932,0.589406,0,0,ok
180000,90,310.132,-457452.875785,144844.09375,-312608.782035,4.21016,3.73638,3.45579,3.45579,2,0.745875,0.733911,0,0,ok
182000,91,309.858,-457549.16973,144716.078125,-312833.091605,4.14643,3.77606,3.8212,3.77606,2,0.97399,0.980005,0,0,ok
184000,92,308.922,-456728.86309,144279.0625,-312449.80059,4.57879,3.93392,3.7574,3.7574,2,0.988145,0.893108,0,0,ok
186000,93,310.129,-456976.091605,144842.59375,-312133.497855,4.82923,3.89885,3.65041,3.65041,2,1.13327,0.963527,0,0,ok
188000,94,310.652,-457012.54473,145086.96875,-311925.57598,4.82662,4.54568,3.3646,3.3646,2,0.85741,0.901108,0,0,ok
190000,95,311.467,-457987.479301,145467.3125,-312520.166801,4.19401,4.36887,3.4093,3.4093,2,0.719836,1.14966,0,0,ok
192000,96,313.24,-458598.356254,146295.53125,-312302.825004,3.67708,4.32941,4.31386,3.67708,2,0.651846,1.20996,0,0,ok
194000,97,310.863,-457634.51641,145185.28125,-312449.23516,3.97848,3.38615,3.90555,3.38615,2,0.537865,0.756839,0,0,ok
196000,98,309.596,-457505.655082,144593.59375,-312912.061332,4.4717,3.64494,3.18933,3.18933,2,1.14869,0.883082,0,0,ok
198000,99,308.904,-457378.447074,144270.546875,-313107.900199,3.59977,3.36371,3.31477,3.31477,2,1.43946,1.27983,0,0,ok
200000,100,308.375,-456596.755668,144023.4375,-312573.318168,4.24509,3.70658,3.98709,3.70658,2,0.75166,0.745881,0,0,ok
