step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_50ps_input_A,severe_lt_1A,close_lt_1p5A,status
18000,9,309.461,-445410.06263,140603.0625,-304807.00013,3.6267,4.42474,4.53847,3.6267,2,1.44272,0,0,ok
19000,9.5,312.099,-444474.763802,141801.625,-302673.138802,4.18195,4.51954,4.97032,4.18195,2,1.84035,0,0,ok
20000,10,310.053,-444772.755013,140872.140625,-303900.614388,3.82582,3.51073,4.4747,3.51073,2,1.68301,0,0,ok
21000,10.5,309.91,-445402.066537,140806.828125,-304595.238412,3.48208,3.72714,4.83789,3.48208,2,1.75443,0,0,ok
22000,11,310.753,-444311.180794,141190.0625,-303121.118294,3.62557,4.11614,4.59217,3.62557,2,1.5622,0,0,ok
23000,11.5,311.256,-444983.482552,141418.6875,-303564.795052,3.63342,3.58497,5.19956,3.58497,2,1.59467,0,0,ok
24000,12,307.122,-445181.842904,139540.09375,-305641.749154,3.57384,3.98805,4.86175,3.57384,2,1.02997,0,0,ok
25000,12.5,309.913,-445553.189584,140808.25,-304744.939584,3.1693,3.78624,4.74791,3.1693,2,1.12431,0,0,ok
26000,13,307.798,-446106.39515,139847.453125,-306258.942025,3.66358,3.6346,4.38952,3.6346,2,1.1982,0,0,ok
27000,13.5,312.837,-444615.269662,142136.859375,-302478.410287,3.70716,4.2978,4.76926,3.70716,2,1.2609,0,0,ok
28000,14,310.575,-445306.299935,141109.21875,-304197.081185,3.66861,3.78478,4.32537,3.66861,2,0.997721,0,0,ok
29000,14.5,310.459,-444596.238412,141056.5625,-303539.675912,3.41823,3.5621,3.93,3.41823,2,0.89184,0,0,ok
30000,15,308.443,-445373.546029,140140.3125,-305233.233529,3.62007,4.10818,4.07715,3.62007,2,0.86506,0,0,ok
31000,15.5,311.598,-444001.143685,141574,-302427.143685,3.554,3.67414,3.87785,3.554,2,0.94485,0,0,ok
32000,16,311.934,-443433.137826,141726.625,-301706.512826,3.68613,4.45316,4.34345,3.68613,2,0.956237,0,0,ok
33000,16.5,311.908,-444588.463021,141714.90625,-302873.556771,3.03458,4.11801,4.64135,3.03458,2,0.938493,0,0,ok
34000,17,310.271,-445104.103646,140971.15625,-304132.947396,3.39404,4.25348,3.93284,3.39404,2,0.871733,0,0,ok
35000,17.5,311.276,-445624.892709,141427.734375,-304197.158334,3.78406,4.26618,4.38656,3.78406,2,0.735974,0,0,ok
36000,18,309.406,-445183.577279,140577.96875,-304605.608529,3.50071,4.15029,4.79607,3.50071,2,0.990763,0,0,ok
37000,18.5,310.646,-445183.62806,141141.328125,-304042.299935,3.44323,4.76003,5.02853,3.44323,2,1.25573,0,0,ok
38000,19,310.515,-445106.03431,141081.640625,-304024.393685,3.38961,4.79085,4.77562,3.38961,2,1.25829,0,0,ok
39000,19.5,309.493,-444559.666146,140617.359375,-303942.306771,3.78168,3.59692,4.07771,3.59692,2,1.3047,0,0,ok
40000,20,311.782,-445991.62806,141657.34375,-304334.28431,3.70323,3.88105,4.88761,3.70323,2,1.3657,0,0,ok
41000,20.5,311.256,-445538.918099,141418.4375,-304120.480599,3.53002,4.61316,4.37526,3.53002,2,1.54349,0,0,ok
42000,21,309.906,-445087.344857,140805.0625,-304282.282357,3.748,3.97636,4.35245,3.748,2,1.5409,0,0,ok
43000,21.5,310.428,-444757.225716,141042.125,-303715.100716,3.55454,3.83474,5.16283,3.55454,2,1.6029,0,0,ok
44000,22,310.163,-444381.492318,140921.78125,-303459.711068,3.30044,3.94925,5.34089,3.30044,2,1.78007,0,0,ok
45000,22.5,311.949,-445156.19056,141733.203125,-303422.987435,3.51177,3.92071,5.29448,3.51177,2,1.87099,0,0,ok
46000,23,308.799,-443836.757943,140302.1875,-303534.570443,3.37183,3.70294,5.32601,3.37183,2,1.39967,0,0,ok
47000,23.5,310.451,-444509.447396,141052.78125,-303456.666146,3.35815,3.69628,4.55348,3.35815,2,1.74003,0,0,ok
48000,24,310.268,-443676.31263,140969.453125,-302706.859505,3.25308,4.02396,4.07006,3.25308,2,1.21516,0,0,ok
49000,24.5,309.906,-445400.848763,140804.9375,-304595.911263,3.37956,3.24215,3.98077,3.24215,2,1.05167,0,0,ok
50000,25,308.709,-444081.043099,140261.234375,-303819.808724,3.70095,3.98334,4.15451,3.70095,2,0.812808,0,0,ok
51000,25.5,312.944,-444532.715951,142185.671875,-302347.044076,3.6222,4.45585,4.4908,3.6222,2,0.765476,0,0,ok
52000,26,309.687,-444682.952279,140705.8125,-303977.139779,3.4834,3.98091,4.16659,3.4834,2,0.859432,0,0,ok
53000,26.5,310.081,-443928.414193,140884.875,-303043.539193,3.3467,3.86609,4.73652,3.3467,2,1.17966,0,0,ok
54000,27,309.516,-444784.527474,140628.078125,-304156.449349,3.07416,3.71137,3.82601,3.07416,2,1.18866,0,0,ok
55000,27.5,314.035,-444596.323373,142681.046875,-301915.276498,3.36194,3.42822,3.55844,3.36194,2,1.56315,0,0,ok
56000,28,307.777,-446490.001107,139837.90625,-306652.094857,3.56582,3.59683,4.03947,3.56582,2,1.4157,0,0,ok
57000,28.5,310.371,-446368.864388,141016.25,-305352.614388,3.42019,4.2554,3.2239,3.2239,2,1.14432,0,0,ok
58000,29,310.451,-445860.577279,141052.71875,-304807.858529,3.73199,3.73118,3.51564,3.51564,2,0.860487,0,0,ok
59000,29.5,307.471,-445659.922005,139699.046875,-305960.87513,3.39616,3.94137,3.99004,3.39616,2,0.756924,0,0,ok
60000,30,309.155,-444840.379037,140464,-304376.379037,3.76389,4.23253,3.62068,3.62068,2,0.987217,0,0,ok
61000,30.5,308.842,-446151.137826,140321.5625,-305829.575326,3.73979,3.42637,3.59739,3.42637,2,1.25475,0,0,ok
62000,31,312.007,-445431.699349,141759.796875,-303671.902474,4.07171,3.6447,3.70567,3.6447,2,0.951606,0,0,ok
63000,31.5,311.68,-445653.828255,141611.0625,-304042.765755,3.33293,3.73478,3.59891,3.33293,2,1.15626,0,0,ok
64000,32,310.079,-445124.867318,140883.96875,-304240.898568,3.63236,3.99199,3.95928,3.63236,2,1.08889,0,0,ok
65000,32.5,305.423,-444303.075814,138768.140625,-305534.935189,3.24377,3.88198,4.01968,3.24377,2,0.834227,0,0,ok
66000,33,311.032,-445788.53138,141316.765625,-304471.765755,3.52591,3.7902,3.55026,3.52591,2,0.792515,0,0,ok
67000,33.5,311.795,-445917.777474,141663.46875,-304254.308724,3.42833,3.75245,4.18623,3.42833,2,0.739775,0,0,ok
68000,34,307.824,-444819.157357,139859.25,-304959.907357,3.37376,4.23343,3.67811,3.37376,2,0.512969,0,0,ok
69000,34.5,310.622,-445380.743294,141130.484375,-304250.258919,3.14984,4.27075,3.41915,3.14984,2,0.753352,0,0,ok
70000,35,311.727,-446319.206185,141632.484375,-304686.72181,3.34011,3.75932,3.48378,3.34011,2,0.619613,0,0,ok
71000,35.5,311.394,-445406.104623,141481.4375,-303924.667123,3.34864,3.88234,3.37376,3.34864,2,1.05596,0,0,ok
72000,36,310.831,-446647.129037,141225.25,-305421.879037,3.17161,3.92263,3.88986,3.17161,2,1.07813,0,0,ok
73000,36.5,311.185,-444553.001595,141386.484375,-303166.51722,3.24479,3.50103,4.18219,3.24479,2,1.04996,0,0,ok
74000,37,309.797,-446324.134896,140755.53125,-305568.603646,3.58164,4.23596,4.45156,3.58164,2,1.30502,0,0,ok
75000,37.5,311.579,-447851.844857,141565.25,-306286.594857,3.31643,3.87818,3.90322,3.31643,2,1.62153,0,0,ok
76000,38,309.055,-447484.576302,140418.390625,-307066.185677,3.22265,4.34333,5.06356,3.22265,2,1.17449,0,0,ok
77000,38.5,311.152,-446167.942513,141371.375,-304796.567513,3.15893,3.84585,4.0525,3.15893,2,0.825551,0,0,ok
78000,39,311.149,-445878.242318,141370.046875,-304508.195443,3.56826,4.1219,4.10127,3.56826,2,0.998271,0,0,ok
79000,39.5,310.441,-444274.422982,141048.15625,-303226.266732,3.6496,4.33392,4.55351,3.6496,2,1.03296,0,0,ok
80000,40,308.031,-445699.950326,139953.15625,-305746.794076,3.70885,3.43462,4.39025,3.43462,2,1.43197,0,0,ok
81000,40.5,310.613,-445812.494271,141126.5,-304685.994271,3.54788,4.2742,4.84623,3.54788,2,1.29575,0,0,ok
82000,41,310.131,-446484.027474,140907.203125,-305576.824349,3.50333,4.40743,4.20026,3.50333,2,1.29691,0,0,ok
83000,41.5,310.855,-445273.110482,141236.25,-304036.860482,3.31484,4.31892,4.91076,3.31484,2,1.39237,0,0,ok
84000,42,312.968,-445915.809701,142196.5,-303719.309701,3.41912,3.94456,3.78964,3.41912,2,1.36128,0,0,ok
85000,42.5,311.109,-446374.28724,141351.75,-305022.53724,3.59224,3.6178,3.93576,3.59224,2,0.94517,0,0,ok
86000,43,309.68,-445758.501107,140702.53125,-305055.969857,3.5023,3.44536,4.24331,3.44536,2,0.937478,0,0,ok
87000,43.5,309.854,-444505.422982,140781.53125,-303723.891732,3.37766,3.87524,4.4877,3.37766,2,0.656988,0,0,ok
88000,44,310.293,-444300.733529,140980.984375,-303319.749154,3.53492,3.60356,4.11295,3.53492,2,1.03258,0,0,ok
89000,44.5,311.294,-444564.767709,141435.875,-303128.892709,3.42001,3.97882,3.55701,3.42001,2,0.989981,0,0,ok
90000,45,308.771,-445593.947396,140289.5,-305304.447396,3.66006,4.36744,4.31684,3.66006,2,1.09433,0,0,ok
91000,45.5,308.717,-446475.290169,140264.796875,-306210.493294,3.49641,3.90054,4.84775,3.49641,2,1.23872,0,0,ok
92000,46,310.484,-445606.846322,141067.8125,-304539.033822,3.32766,3.91776,4.49246,3.32766,2,1.0117,0,0,ok
93000,46.5,311.525,-444992.605599,141540.9375,-303451.668099,3.26721,4.13695,3.6086,3.26721,2,1.19294,0,0,ok
94000,47,311.742,-444526.247201,141639.234375,-302887.012826,3.53229,4.09051,4.41145,3.53229,2,1.19315,0,0,ok
95000,47.5,310.002,-445717.684701,140848.625,-304869.059701,3.55832,3.73126,4.52634,3.55832,2,1.45798,0,0,ok
96000,48,309.125,-446713.929818,140450.1875,-306263.742318,3.64426,4.27577,5.1146,3.64426,2,1.20935,0,0,ok
97000,48.5,310.302,-445052.982552,140985.1875,-304067.795052,3.4488,3.41389,5.19437,3.41389,2,1.29298,0,0,ok
98000,49,309.993,-444919.821419,140844.875,-304074.946419,3.64135,3.54578,5.51851,3.54578,2,1.9145,0,0,ok
99000,49.5,311.211,-445046.466439,141398.265625,-303648.200814,3.57761,4.09377,5.42595,3.57761,2,1.78409,0,0,ok
100000,50,310.207,-444901.319466,140942.0625,-303959.256966,4.24819,3.87577,5.59426,3.87577,2,1.94715,0,0,ok
