success,platform,initial_energy_kJ_mol,final_energy_kJ_mol,max_force_kJ_mol_nm,top_force_atom,coordinate_nan,force_nan,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_rmsd_A,severe_lt_1A,close_lt_1p5A,probe_gate_passed
True,OpenCL,119466636315,-630669.560271,2337.75333643,OH2 TIP3 TIP3:2325,False,False,3.43885724672,3.83865924737,5.00240683589,3.43885724672,2,1.63614615683,0,0,True
