step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_50ps_input_A,severe_lt_1A,close_lt_1p5A,status
32000,16,311.981,-444646.213207,141751.8125,-302894.400707,3.41047,5.20768,6.16448,3.41047,2,1.3317,0,0,ok
33000,16.5,312.674,-444898.80305,142066.890625,-302831.912425,3.33251,4.74591,5.5276,3.33251,2,1.68649,0,0,ok
34000,17,309.566,-446067.036449,140654.546875,-305412.489574,3.14902,4.23203,5.25872,3.14902,2,1.65132,0,0,ok
35000,17.5,310.093,-444724.973949,140894.09375,-303830.880199,3.50194,4.54811,5.80866,3.50194,2,1.87613,0,0,ok
36000,18,309.931,-444482.815746,140820.484375,-303662.331371,3.42363,4.7287,4.89442,3.42363,2,1.78602,0,0,ok
37000,18.5,310.738,-445648.843089,141187.125,-304461.718089,3.46016,4.78868,5.30728,3.46016,2,1.80725,0,0,ok
38000,19,310.318,-444120.355785,140996.1875,-303124.168285,3.41339,4.66648,6.34714,3.41339,2,1.7751,0,0,ok
39000,19.5,311.722,-443452.728832,141634.125,-301818.603832,3.75158,5.06235,6.80588,3.75158,2,1.86922,0,0,ok
40000,20,307.562,-445085.795238,139743.78125,-305342.013988,3.60969,4.98692,7.119,3.60969,2,1.95117,0,0,ok
41000,20.5,308.646,-444500.035472,140236.5625,-304263.472972,3.47924,4.42367,6.50321,3.47924,2,1.85022,0,0,ok
42000,21,311.331,-443876.927074,141456.65625,-302420.270824,3.46934,5.0215,6.89833,3.46934,2,1.968,0,0,ok
43000,21.5,308.281,-446289.013988,140070.84375,-306218.170238,3.73354,5.1137,6.81235,3.73354,2,2.25615,0,0,ok
44000,22,309.373,-445283.077464,140566.65625,-304716.421214,3.84203,5.01564,6.98818,3.84203,2,2.27801,0,0,ok
45000,22.5,309.425,-445181.565746,140590.3125,-304591.253246,3.38365,4.71772,6.89229,3.38365,2,2.39091,0,0,ok
46000,23,310.469,-445731.949535,141064.75,-304667.199535,3.25781,4.94798,6.88466,3.25781,2,2.39332,0,0,ok
47000,23.5,309.527,-445948.653636,140636.71875,-305311.934886,3.22272,5.00075,7.05305,3.22272,2,2.10038,0,0,ok
48000,24,310.263,-444000.859691,140971.3125,-303029.547191,3.58739,5.03265,7.42592,3.58739,2,2.67226,0,0,ok
49000,24.5,308.654,-446031.116527,140240.34375,-305790.772777,3.4352,5.2193,7.08191,3.4352,2,2.33319,0,0,ok
50000,25,311.942,-444642.549144,141734.15625,-302908.392894,3.7241,5.56119,7.53086,3.7241,2,2.46747,0,0,ok
51000,25.5,310.579,-443723.480785,141114.65625,-302608.824535,3.4753,5.69161,7.26087,3.4753,2,2.39682,0,0,ok
52000,26,310.232,-442698.773265,140957.09375,-301741.679515,3.33819,5.42638,6.94117,3.33819,2,2.1429,0,0,ok
53000,26.5,309.386,-443855.432933,140572.671875,-303282.761058,3.0832,5.52864,6.71444,3.0832,2,2.27964,0,0,ok
54000,27,310.807,-445614.393871,141218.34375,-304396.050121,3.30579,5.30852,6.85065,3.30579,2,2.33934,0,0,ok
55000,27.5,309.753,-445438.157542,140739.515625,-304698.641917,3.24204,5.42432,6.8016,3.24204,2,2.45691,0,0,ok
56000,28,310.554,-445411.029613,141103.65625,-304307.373363,3.48154,5.92765,7.86207,3.48154,2,2.67524,0,0,ok
57000,28.5,310.549,-445006.178539,141101.28125,-303904.897289,3.62547,5.6564,7.4341,3.62547,2,2.73923,0,0,ok
58000,29,310.109,-444382.69807,140901.40625,-303481.29182,3.82786,5.45589,6.56119,3.82786,2,2.29411,0,0,ok
59000,29.5,309.879,-444878.156078,140796.921875,-304081.234203,3.73173,5.86372,7.28627,3.73173,2,2.27439,0,0,ok
60000,30,309.822,-444374.112621,140771.0625,-303603.050121,3.97471,6.30599,6.17125,3.97471,2,2.21153,0,0,ok
61000,30.5,311.11,-445151.93391,141356.21875,-303795.71516,3.60279,5.81483,6.77654,3.60279,2,2.08204,0,0,ok
62000,31,309.625,-444401.608714,140681.296875,-303720.311839,3.51405,5.97167,7.34886,3.51405,2,2.22231,0,0,ok
63000,31.5,312.27,-445517.206371,141883.0625,-303634.143871,3.52801,5.82685,6.66373,3.52801,2,2.38299,0,0,ok
64000,32,310.034,-444592.291332,140867.21875,-303725.072582,3.32268,5.60465,6.00805,3.32268,2,2.19081,0,0,ok
65000,32.5,308.532,-444102.985667,140184.59375,-303918.391917,3.56652,5.74963,6.71773,3.56652,2,2.40182,0,0,ok
66000,33,310.182,-445439.312816,140934.53125,-304504.781566,3.7219,5.5932,6.87079,3.7219,2,2.31763,0,0,ok
67000,33.5,310.36,-445840.748363,141015.453125,-304825.295238,3.37269,5.82296,7.15985,3.37269,2,2.55131,0,0,ok
68000,34,309.727,-445791.461253,140727.828125,-305063.633128,3.60585,5.81863,7.07092,3.60585,2,2.35935,0,0,ok
69000,34.5,308.752,-446017.162425,140284.78125,-305732.381175,3.56224,5.87811,7.0462,3.56224,2,2.30152,0,0,ok
70000,35,310.263,-445425.844066,140971.046875,-304454.797191,3.49464,5.72908,6.44141,3.49464,2,2.40336,0,0,ok
71000,35.5,308.909,-445914.213207,140356.1875,-305558.025707,3.42533,5.68141,5.78758,3.42533,2,2.27241,0,0,ok
72000,36,310.281,-446251.83723,140979.59375,-305272.24348,3.10281,6.06245,6.72166,3.10281,2,2.44459,0,0,ok
73000,36.5,310.245,-446461.347972,140963.21875,-305498.129222,3.66557,5.55675,6.29249,3.66557,2,2.40589,0,0,ok
74000,37,311.356,-445728.013011,141467.6875,-304260.325511,3.52579,5.72513,6.8735,3.52579,2,2.49819,0,0,ok
75000,37.5,311.154,-445589.378246,141376.265625,-304213.112621,3.75416,5.38925,6.08183,3.75416,2,2.18925,0,0,ok
76000,38,312.54,-446477.254222,142005.875,-304471.379222,3.73509,5.74418,6.81879,3.73509,2,2.19835,0,0,ok
77000,38.5,307.736,-445676.221019,139823.078125,-305853.142894,3.35498,6.14518,6.55311,3.35498,2,2.39108,0,0,ok
78000,39,310.501,-445921.075511,141079.34375,-304841.731761,3.23163,5.78047,6.18084,3.23163,2,2.39906,0,0,ok
79000,39.5,308.037,-445413.376292,139959.765625,-305453.610667,3.54816,5.70231,5.70874,3.54816,2,2.30233,0,0,ok
80000,40,308.567,-444811.581371,140200.53125,-304611.050121,3.96113,6.36603,6.5666,3.96113,2,2.20745,0,0,ok
81000,40.5,310.652,-445881.661449,141148.125,-304733.536449,3.26883,5.5929,6.15528,3.26883,2,2.21708,0,0,ok
82000,41,311.393,-444926.364574,141484.453125,-303441.911449,3.84632,5.9022,6.54655,3.84632,2,2.30693,0,0,ok
83000,41.5,309.924,-446031.262035,140817.375,-305213.887035,3.55024,5.89745,6.78561,3.55024,2,2.44704,0,0,ok
84000,42,311.179,-446295.578441,141387.234375,-304908.344066,3.03612,6.19616,6.41082,3.03612,2,2.40789,0,0,ok
85000,42.5,308.693,-445528.916332,140258.03125,-305270.885082,3.74787,6.17845,6.75342,3.74787,2,2.49627,0,0,ok
86000,43,310.411,-447010.564769,141038.359375,-305972.205394,3.68327,6.60228,7.24236,3.68327,2,2.61282,0,0,ok
87000,43.5,311.679,-445396.860667,141614.6875,-303782.173167,4.25063,6.65886,6.51312,4.25063,2,2.40142,0,0,ok
88000,44,308.301,-444158.136058,140080,-304078.136058,3.76556,6.79328,6.55668,3.76556,2,2.42321,0,0,ok
89000,44.5,308.504,-446471.236644,140171.96875,-306299.267894,3.35607,6.50933,7.11019,3.35607,2,2.48225,0,0,ok
90000,45,308.481,-445027.756175,140161.46875,-304866.287425,3.56669,6.53723,7.22381,3.56669,2,2.41297,0,0,ok
91000,45.5,310.885,-445386.102855,141253.75,-304132.352855,3.72983,6.01877,6.7483,3.72983,2,2.32748,0,0,ok
92000,46,310.703,-444558.86848,141171.15625,-303387.71223,3.85274,5.48535,6.27265,3.85274,2,2.06694,0,0,ok
93000,46.5,310.171,-446636.337718,140929.515625,-305706.822093,3.29101,5.32298,5.67092,3.29101,2,2.06296,0,0,ok
94000,47,311.723,-447069.379222,141634.75,-305434.629222,3.46459,5.65488,5.41571,3.46459,2,1.73923,0,0,ok
95000,47.5,309.822,-445292.203441,140771.046875,-304521.156566,3.39063,5.58313,5.76615,3.39063,2,1.89097,0,0,ok
96000,48,310.058,-445222.611644,140878,-304344.611644,3.56209,6.372,6.24108,3.56209,2,2.38749,0,0,ok
97000,48.5,310.021,-445577.412425,140861.125,-304716.287425,3.52774,5.73579,5.58836,3.52774,2,2.07495,0,0,ok
98000,49,309.863,-446903.033519,140789.484375,-306113.549144,3.59915,5.66027,5.37281,3.59915,2,2.04402,0,0,ok
99000,49.5,311.045,-445704.671214,141326.75,-304377.921214,3.3859,5.27907,6.01604,3.3859,2,1.96423,0,0,ok
100000,50,310.336,-443907.888988,141004.53125,-302903.357738,3.68427,5.01022,5.33035,3.68427,2,1.7245,0,0,ok
