initial_energy_kJ_mol,final_energy_kJ_mol,energy_finite,force_nan,coordinate_nan,max_force_kJ_mol_nm,top_force_atom,ligand_min_distance_TYR13_A,ligand_min_distance_VAL17_A,ligand_min_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_rmsd_vs_cleaned_start_A,severe_lt_1A,close_lt_1p5A,restraint_atom_count,probe_gate_passed,output_pdb
3.87725518402e+14,-615048.277368,1,0,0,2343.79254074,OH2 TIP3 TIP3:7831 index=42408,3.6061,3.69268,5.12341,3.6061,2,1.46538,0,0,7115,1,C:\TRKB_WP2\ligand_bound_MD\pilot_build\14.2_40chol\outputs\TRKB_40chol_L002_14.2_R2_minimized.pdb
