step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_50ps_input_A,severe_lt_1A,close_lt_1p5A,status
1000,0.5,311.074,-454356.174849,145286.71875,-309069.456099,3.73986,4.9063,4.07472,3.73986,2,0.64098,0,0,ok
2000,1,309.931,-453710.297407,144752.59375,-308957.703657,3.60581,5.16144,3.65166,3.60581,2,1.12863,0,0,ok
3000,1.5,310.026,-452843.626997,144797.25,-308046.376997,3.69151,4.67097,3.64107,3.64107,2,1.08314,0,0,ok
4000,2,309.194,-454462.762739,144408.53125,-310054.231489,3.76228,4.7419,3.31478,3.31478,2,0.828972,0,0,ok
5000,2.5,312.094,-452461.873091,145762.875,-306698.998091,3.72051,4.69718,3.60595,3.60595,2,0.71574,0,0,ok
6000,3,310.279,-452791.743208,144915.5,-307876.243208,4.02357,4.37758,3.81459,3.81459,2,0.823548,0,0,ok
7000,3.5,309.933,-453738.649458,144753.6875,-308984.961958,3.55667,3.95506,4.06092,3.55667,2,1.03561,0,0,ok
8000,4,309.348,-452633.165083,144480.46875,-308152.696333,3.47701,4.83905,3.39885,3.39885,2,1.0126,0,0,ok
9000,4.5,310.192,-453649.584028,144874.484375,-308775.099653,3.67937,4.51808,3.66927,3.66927,2,0.813166,0,0,ok
10000,5,308.956,-452770.423872,144297.3125,-308473.111372,4.05102,4.60771,3.85042,3.85042,2,0.540448,0,0,ok
11000,5.5,309.801,-452678.345747,144691.96875,-307986.376997,3.6873,4.34153,3.65871,3.65871,2,0.954895,0,0,ok
12000,6,310.823,-453230.41606,145169.4375,-308060.97856,3.83392,4.74142,4.01322,3.83392,2,0.992634,0,0,ok
13000,6.5,309.785,-453261.536177,144684.34375,-308577.192427,3.86128,4.7062,3.78092,3.78092,2,0.80939,0,0,ok
14000,7,309.972,-452369.761763,144771.875,-307597.886763,4.0006,5.45862,3.90389,3.90389,2,0.783946,0,0,ok
15000,7.5,310.273,-452362.338911,144912.28125,-307450.057661,4.35529,5.92294,3.75602,3.75602,2,0.81494,0,0,ok
16000,8,309.938,-453584.2852,144756.203125,-308828.082075,3.99115,5.52453,3.78449,3.78449,2,1.11266,0,0,ok
17000,8.5,310.808,-454569.762739,145162.46875,-309407.293989,3.72161,5.23707,3.66787,3.66787,2,1.01182,0,0,ok
18000,9,309.07,-453764.279341,144350.59375,-309413.685591,3.7045,4.8306,4.00553,3.7045,2,1.10749,0,0,ok
19000,9.5,308.492,-454371.647505,144080.84375,-310290.803755,3.65075,4.4403,3.78284,3.65075,2,0.924363,0,0,ok
20000,10,310.689,-453803.712935,145106.5625,-308697.150435,3.88066,4.57345,3.26569,3.26569,2,0.949924,0,0,ok
21000,10.5,309.678,-453051.814497,144634.453125,-308417.361372,3.97409,4.42304,3.90694,3.90694,2,0.789744,0,0,ok
22000,11,310.29,-452856.22856,144920.3125,-307935.91606,3.38759,4.14344,3.60331,3.38759,2,0.974328,0,0,ok
23000,11.5,310.818,-453977.091841,145167.03125,-308810.060591,3.60974,4.48586,3.69193,3.60974,2,0.97672,0,0,ok
24000,12,309.637,-454689.543013,144615.4375,-310074.105513,3.86526,4.27501,3.4752,3.4752,2,0.929811,0,0,ok
25000,12.5,310.137,-453413.911177,144849.15625,-308564.754927,3.41202,4.2554,3.33261,3.33261,2,0.867399,0,0,ok
26000,13,311.271,-454015.307661,145378.453125,-308636.854536,3.53782,4.75575,3.59844,3.53782,2,0.529447,0,0,ok
27000,13.5,310.486,-453850.524458,145012,-308838.524458,4.04012,4.91216,3.83736,3.83736,2,0.637636,0,0,ok
28000,14,311.24,-453752.962935,145364.09375,-308388.869185,4.11554,5.12347,3.3053,3.3053,2,0.980488,0,0,ok
29000,14.5,310.05,-453532.639692,144808.53125,-308724.108442,4.08027,4.70438,3.48169,3.48169,2,0.953342,0,0,ok
30000,15,309.487,-454456.982466,144545.328125,-309911.654341,3.45538,4.89391,3.93907,3.45538,2,0.882861,0,0,ok
31000,15.5,309.987,-453905.192427,144778.859375,-309126.333052,3.66132,4.1419,3.42546,3.42546,2,0.941038,0,0,ok
32000,16,311.067,-452281.19145,145283.46875,-306997.7227,3.8619,4.61209,3.38925,3.38925,2,0.68174,0,0,ok
33000,16.5,308.648,-453353.001021,144153.640625,-309199.360396,4.60688,4.66056,3.66849,3.66849,2,0.677332,0,0,ok
34000,17,308.938,-453708.889692,144289.109375,-309419.780317,4.71992,5.26164,4.07291,4.07291,2,0.910494,0,0,ok
35000,17.5,307.362,-453825.295942,143552.703125,-310272.592817,4.45227,5.26501,3.94873,3.94873,2,1.06678,0,0,ok
36000,18,309.921,-453558.431685,144747.921875,-308810.50981,4.03702,4.97078,4.03297,4.03297,2,1.20709,0,0,ok
37000,18.5,308.931,-453910.618696,144285.84375,-309624.774946,4.23757,4.85374,3.84623,3.84623,2,1.20173,0,0,ok
38000,19,306.567,-454824.252974,143181.75,-311642.502974,3.60252,5.20767,3.67714,3.60252,2,1.39144,0,0,ok
39000,19.5,311.51,-454386.25981,145490.03125,-308896.22856,3.58808,4.7967,3.58649,3.58649,2,1.27474,0,0,ok
40000,20,312.134,-453171.046919,145781.625,-307389.421919,4.0334,4.81399,3.90936,3.90936,2,1.30703,0,0,ok
41000,20.5,311.88,-454438.520552,145662.890625,-308775.629927,4.11489,4.83591,4.15892,4.11489,2,1.45079,0,0,ok
42000,21,313.141,-454442.460005,146252.015625,-308190.44438,3.93789,4.71522,4.17791,3.93789,2,1.51247,0,0,ok
43000,21.5,308.286,-453926.575239,143984.3125,-309942.262739,3.69108,4.4466,3.10608,3.10608,2,1.28898,0,0,ok
44000,22,309.486,-453137.098677,144544.78125,-308592.317427,3.28519,3.64153,3.26181,3.26181,2,1.40668,0,0,ok
