step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_50ps_input_A,severe_lt_1A,close_lt_1p5A,status
45000,22.5,309.32,-452837.036177,144467.234375,-308369.801802,3.18569,4.38562,3.5274,3.18569,2,1.29287,0,0,ok
46000,23,310.593,-452426.613325,145062,-307364.613325,3.3303,4.5746,3.43317,3.3303,2,1.21414,0,0,ok
47000,23.5,309.324,-453534.396528,144469.28125,-309065.115278,2.9692,4.17523,3.51871,2.9692,2,1.27899,0,0,ok
48000,24,313.048,-454305.269575,146208.34375,-308096.925825,3.22632,4.29374,3.57483,3.22632,2,1.33443,0,0,ok
49000,24.5,310.713,-453885.79106,145117.75,-308768.04106,3.91774,4.15654,3.76113,3.76113,2,1.28767,0,0,ok
50000,25,309.048,-453667.7227,144340.1875,-309327.5352,3.6547,3.88645,3.88599,3.6547,2,1.28601,0,0,ok
51000,25.5,309.161,-454124.786177,144393.15625,-309731.629927,3.68627,4.04435,3.29949,3.29949,2,1.09762,0,0,ok
52000,26,311.81,-453433.63188,145630.171875,-307803.460005,3.61793,4.38088,3.63973,3.61793,2,1.05758,0,0,ok
53000,26.5,310.863,-453970.79106,145187.921875,-308782.869185,3.6431,4.40482,3.3534,3.3534,2,0.777666,0,0,ok
54000,27,309.914,-452576.793013,144744.59375,-307832.199263,3.66445,5.00771,3.45644,3.45644,2,1.00024,0,0,ok
55000,27.5,310.496,-453300.459028,145016.671875,-308283.787153,3.25879,4.44596,3.37315,3.25879,2,0.920651,0,0,ok
56000,28,311.377,-455347.615278,145428.15625,-309919.459028,3.52317,4.30735,3.49229,3.49229,2,0.838373,0,0,ok
57000,28.5,310.183,-454415.25981,144870.40625,-309544.85356,3.47473,3.98045,3.23481,3.23481,2,0.968345,0,0,ok
58000,29,308.591,-453431.293013,144127.03125,-309304.261763,3.53809,3.68009,3.08011,3.08011,2,1.21575,0,0,ok
59000,29.5,309.773,-453746.820357,144678.84375,-309067.976607,3.47794,3.67169,3.51277,3.47794,2,1.19088,0,0,ok
60000,30,309.818,-454017.036177,144699.890625,-309317.145552,3.3515,4.14109,3.42296,3.3515,2,0.947659,0,0,ok
61000,30.5,310.058,-454028.159224,144811.875,-309216.284224,4.04065,4.2669,3.63593,3.63593,2,1.16058,0,0,ok
62000,31,310.491,-454044.574263,145014.3125,-309030.261763,4.44857,4.69662,3.82805,3.82805,2,1.24624,0,0,ok
63000,31.5,310.575,-454083.835982,145053.640625,-309030.195357,3.64203,4.66558,3.73259,3.64203,2,1.02905,0,0,ok
64000,32,310.396,-454452.470747,144969.9375,-309482.533247,3.56674,4.57472,3.55872,3.55872,2,1.09806,0,0,ok
65000,32.5,310.349,-453989.649458,144948.109375,-309041.540083,3.87878,5.26789,3.94178,3.87878,2,1.0098,0,0,ok
66000,33,308.005,-453930.052778,143853.09375,-310076.959028,4.1459,4.17329,3.79544,3.79544,2,1.33363,0,0,ok
67000,33.5,309.752,-454478.296919,144669.0625,-309809.234419,3.89333,4.49082,3.26144,3.26144,2,1.30728,0,0,ok
68000,34,310.285,-454489.248091,144917.9375,-309571.310591,3.49322,4.59502,3.76334,3.49322,2,1.21941,0,0,ok
69000,34.5,310.452,-454391.85063,144996.15625,-309395.69438,4.13851,4.68094,3.78949,3.78949,2,1.30324,0,0,ok
70000,35,309.315,-455953.527388,144465.0625,-311488.464888,4.3314,4.66852,3.62932,3.62932,2,1.37744,0,0,ok
71000,35.5,309.774,-455552.917036,144679.234375,-310873.682661,3.43142,4.39926,4.09224,3.43142,2,1.51116,0,0,ok
72000,36,311.114,-454033.87895,145305.34375,-308728.5352,3.22219,4.27703,3.20579,3.20579,2,1.57776,0,0,ok
73000,36.5,309.158,-453919.778364,144391.6875,-309528.090864,3.32659,4.50474,3.85584,3.32659,2,1.66625,0,0,ok
74000,37,312.005,-454940.419966,145721.53125,-309218.888716,3.33103,3.75406,3.64954,3.33103,2,1.92228,0,0,ok
75000,37.5,310.492,-454040.445357,145014.71875,-309025.726607,4.22672,4.50349,3.69555,3.69555,2,2.08288,0,0,ok
76000,38,310.964,-454340.450239,145235.34375,-309105.106489,3.64932,4.64281,4.08648,3.64932,2,1.86572,0,0,ok
77000,38.5,307.644,-453333.704146,143684.8125,-309648.891646,3.13786,4.12493,3.5026,3.13786,2,1.85186,0,0,ok
78000,39,308.567,-452699.399458,144115.484375,-308583.915083,3.63141,3.93278,3.20545,3.20545,2,1.86498,0,0,ok
79000,39.5,309.07,-453806.738325,144350.640625,-309456.0977,3.33878,4.14938,3.70484,3.33878,2,1.94625,0,0,ok
80000,40,311.503,-454275.5352,145487.15625,-308788.37895,3.67696,4.3322,3.50516,3.50516,2,1.6903,0,0,ok
81000,40.5,311.139,-453500.87895,145316.84375,-308184.0352,3.9939,4.64166,3.80965,3.80965,2,1.81418,0,0,ok
82000,41,312.338,-453323.996138,145876.828125,-307447.168013,3.29255,4.36261,3.92353,3.29255,2,1.80193,0,0,ok
83000,41.5,311.009,-453591.892622,145256.34375,-308335.548872,3.89216,5.08305,4.03858,3.89216,2,1.61988,0,0,ok
84000,42,309.194,-453291.393599,144408.5,-308882.893599,3.59019,5.64529,4.13608,3.59019,2,1.67483,0,0,ok
85000,42.5,311.978,-454159.061567,145708.859375,-308450.202192,3.98537,5.03703,4.20945,3.98537,2,1.65594,0,0,ok
86000,43,309.401,-454178.894575,144505.0625,-309673.832075,3.62963,5.24907,4.3788,3.62963,2,1.88114,0,0,ok
87000,43.5,308.943,-455141.431685,144291.53125,-310849.900435,4.01701,4.73069,4.03467,4.01701,2,2.27392,0,0,ok
88000,44,309.215,-454418.700239,144418.46875,-310000.231489,3.56121,3.99013,3.74331,3.56121,2,2.08965,0,0,ok
89000,44.5,313.617,-455097.165083,146474.1875,-308622.977583,3.2971,4.21012,3.68529,3.2971,2,2.11835,0,0,ok
90000,45,310.638,-454517.625044,145082.859375,-309434.765669,3.41888,4.67431,4.097,3.41888,2,1.84321,0,0,ok
91000,45.5,309.089,-454049.227583,144359.40625,-309689.821333,3.71836,4.34255,3.79993,3.71836,2,1.84347,0,0,ok
92000,46,313.448,-455508.66313,146395.375,-309113.28813,3.70907,4.09089,3.45924,3.45924,2,1.78061,0,0,ok
93000,46.5,309.623,-455265.429732,144609,-310656.429732,3.45371,4.15315,3.70992,3.45371,2,1.62468,0,0,ok
94000,47,309.311,-453858.139692,144463.1875,-309394.952192,4.0774,4.61956,3.84967,3.84967,2,1.5153,0,0,ok
95000,47.5,310.285,-454126.048872,144918.125,-309207.923872,3.67988,4.15311,3.37277,3.37277,2,1.79601,0,0,ok
96000,48,311.15,-455136.5352,145322.21875,-309814.31645,3.94177,4.0449,3.56368,3.56368,2,1.42848,0,0,ok
97000,48.5,310.442,-454226.265669,144991.4375,-309234.828169,4.093,4.92982,3.60037,3.60037,2,1.70346,0,0,ok
98000,49,308.522,-453485.023482,144094.796875,-309390.226607,3.51742,4.29577,3.85419,3.51742,2,1.39609,0,0,ok
99000,49.5,310.104,-454505.085005,144833.734375,-309671.35063,4.14017,4.81522,3.96167,3.96167,2,1.34887,0,0,ok
100000,50,312.71,-453765.623091,146050.46875,-307715.154341,4.44023,5.57951,3.91111,3.91111,2,1.67825,0,0,ok
